CODMUNRES,ANO,OBITOS_PERINATAIS,OBITOS_NEONATAIS,OBITOS_INFANTIS,OBITOS_TOTAIS
330480,2013,0,0,3,305
330480,2014,0,0,7,322
330480,2015,0,0,5,318
330480,2016,0,0,5,318
330480,2017,1,0,7,305
330480,2018,0,0,6,317
330480,2019,0,0,6,324
330490,2012,0,3,138,7098
330490,2013,2,4,128,7404
330490,2014,1,5,160,7386
330490,2015,0,7,143,7543
330490,2016,0,4,158,8012
330490,2017,0,4,140,7843
330490,2018,1,1,136,8060
330490,2019,1,9,141,7795
330500,2012,0,0,12,301
330500,2013,0,2,9,290
330500,2014,0,0,9,299
330500,2015,0,1,10,331
330500,2016,0,0,4,296
330500,2017,0,1,8,348
330500,2018,0,1,5,288
330500,2019,0,0,7,337
330510,2012,1,2,112,3597
330510,2013,2,1,93,3670
330510,2014,0,2,124,3758
330510,2015,3,1,111,3733
330510,2016,1,1,79,3987
330510,2017,0,1,109,3688
330510,2018,0,1,86,3778
330510,2019,2,3,83,3926
330513,2012,0,0,1,47
330513,2013,0,0,1,56
330513,2015,0,0,1,49
330513,2016,0,0,2,53
330513,2017,0,0,1,51
330513,2018,0,0,4,59
330513,2019,0,0,1,64
330515,2012,0,0,3,135
330515,2013,0,0,4,135
330515,2014,0,0,6,145
330515,2015,0,0,4,158
330515,2016,0,0,1,132
330515,2017,0,0,1,145
330515,2018,0,0,5,176
330515,2019,0,0,3,156
330520,2012,0,0,11,519
330520,2013,0,2,7,523
330520,2014,0,1,17,551
330520,2015,0,1,20,615
330520,2016,0,1,17,695
330520,2017,0,2,15,708
330520,2018,0,0,19,757
330520,2019,1,2,24,775
330530,2013,0,0,4,79
330530,2014,0,0,1,69
330530,2016,0,0,1,84
330530,2019,0,0,2,87
330540,2012,0,0,4,166
330540,2013,0,0,1,130
330540,2014,0,0,7,147
330540,2015,0,0,5,144
330540,2016,0,0,1,131
330540,2017,0,0,4,133
330540,2018,0,1,1,158
330540,2019,0,0,3,145
330550,2012,0,0,18,577
330550,2013,0,1,6,617
330550,2014,0,0,12,612
330550,2015,0,1,23,617
330550,2016,0,0,15,709
330550,2017,0,0,11,691
330550,2018,0,0,22,691
330550,2019,0,0,10,727
330555,2012,0,1,6,535
330555,2013,0,0,8,576
330555,2014,0,1,11,546
330555,2015,1,0,14,578
330555,2016,0,1,17,617
330555,2017,0,1,14,642
330555,2018,1,0,20,593
330555,2019,1,1,15,583
330560,2012,0,0,4,161
330560,2013,0,0,5,132
330560,2014,1,0,4,145
330560,2015,0,0,5,177
330560,2016,0,0,2,183
330560,2017,0,0,2,166
330560,2018,0,0,3,181
330560,2019,0,0,3,160
330570,2012,0,0,4,91
330570,2013,0,0,2,83
330570,2014,0,0,3,113
330570,2015,0,0,7,91
330570,2016,0,0,4,92
330570,2017,0,0,1,95
330570,2018,0,0,3,101
330570,2019,0,0,3,98
330575,2012,0,0,5,222
330575,2013,1,0,5,209
330575,2014,0,0,2,197
330575,2015,0,0,10,225
330575,2016,0,0,6,236
330575,2017,0,0,3,238
330575,2018,0,0,8,251
330575,2019,0,1,7,275
330580,2012,0,1,19,1295
330580,2013,0,0,26,1279
330580,2014,0,1,31,1357
330580,2015,0,1,22,1294
330580,2016,0,0,26,1429
330580,2017,0,1,28,1373
330580,2018,0,2,24,1483
330580,2019,0,1,27,1449
330590,2012,0,0,1,87
330590,2013,0,0,2,77
330590,2014,0,0,2,80
330590,2015,0,0,2,85
330590,2017,0,0,2,84
330590,2018,0,0,1,78
330590,2019,0,0,1,77
330600,2012,0,1,16,658
330600,2013,0,0,20,688
330600,2014,3,0,18,606
330600,2015,1,1,18,608
330600,2016,0,1,15,676
330600,2017,0,1,13,694
330600,2018,1,0,14,692
330600,2019,1,0,16,783
330610,2012,0,0,9,627
330610,2013,0,0,16,684
330610,2014,0,0,11,621
330610,2015,0,1,11,621
330610,2016,0,0,11,663
330610,2017,0,0,8,669
330610,2018,0,0,14,631
330610,2019,0,0,12,705
330615,2012,0,0,2,50
330615,2013,0,0,1,50
330615,2015,0,0,2,72
330615,2017,0,0,2,71
330615,2018,0,1,3,66
330620,2012,0,0,6,323
330620,2013,0,0,6,331
330620,2014,0,0,5,332
330620,2015,0,0,7,304
330620,2016,0,0,8,332
330620,2017,0,0,5,331
330620,2018,0,0,5,315
330620,2019,0,1,8,343
330630,2012,0,0,32,1916
330630,2013,0,0,44,2025
330630,2014,0,2,29,2013
330630,2015,0,0,27,2050
330630,2016,0,0,35,2120
330630,2017,0,1,31,2081
330630,2018,0,3,39,2279
330630,2019,0,0,38,2369
350000,2012,0,0,2,705
350000,2013,0,0,4,670
350000,2014,0,0,3,668
350000,2015,0,0,2,697
350000,2016,0,0,4,587
350000,2017,1,0,1,477
350000,2019,0,0,2,332
350010,2012,0,0,2,284
350010,2013,0,0,4,298
350010,2014,1,0,2,274
350010,2015,0,0,4,307
350010,2016,0,0,6,319
350010,2017,0,1,3,283
350010,2018,0,0,2,304
350010,2019,0,0,2,347
350020,2012,0,0,1,27
350020,2014,0,0,1,29
350020,2015,0,0,1,43
350020,2018,0,0,1,31
350030,2012,0,0,6,253
350030,2013,0,0,3,257
350030,2014,0,0,6,239
350030,2015,1,0,3,298
350030,2016,1,1,7,244
350030,2017,0,0,7,235
350030,2018,0,0,3,251
350030,2019,0,0,4,276
350040,2013,0,0,1,51
350040,2014,0,0,1,82
350040,2016,0,0,1,83
350040,2017,0,0,2,80
350040,2018,0,0,2,87
350050,2012,0,0,2,127
350050,2014,0,0,2,151
350050,2016,0,1,1,154
350050,2017,0,0,2,167
350050,2018,0,0,1,175
350050,2019,0,0,1,175
350055,2013,0,0,2,42
350055,2014,0,0,4,45
350055,2016,0,0,2,46
350055,2018,0,0,1,42
350060,2014,0,0,1,31
350060,2015,0,0,1,31
350060,2019,0,0,1,48
350070,2012,0,0,4,238
350070,2013,0,0,10,263
350070,2014,0,0,5,225
350070,2015,0,0,6,264
350070,2016,1,0,9,271
350070,2017,1,0,6,259
350070,2018,1,0,10,296
350070,2019,0,0,7,273
350075,2013,0,0,2,36
350075,2014,0,0,1,32
350075,2015,0,0,1,34
350075,2016,0,0,2,34
350075,2018,0,0,3,32
350080,2012,0,0,1,32
350080,2013,0,0,1,36
350080,2015,0,0,2,34
350080,2016,0,0,3,33
350080,2017,0,0,1,40
350080,2018,0,0,1,38
350080,2019,0,0,2,36
350090,2014,0,0,1,33
350090,2015,0,0,1,23
350090,2016,0,0,1,31
350090,2017,0,0,1,22
350100,2013,0,0,1,112
350100,2014,0,0,2,122
350100,2015,0,0,2,117
350100,2016,0,1,2,129
350100,2017,0,1,2,136
350100,2018,0,0,3,121
350100,2019,0,0,1,116
350110,2013,0,0,1,34
350110,2015,0,0,1,32
350110,2018,0,0,2,33
350110,2019,0,0,1,39
350115,2012,0,0,3,102
350115,2013,0,1,5,84
350115,2014,0,0,4,93
350115,2015,0,0,3,89
350115,2016,0,0,3,124
350115,2017,0,0,5,101
350115,2018,0,0,3,111
350115,2019,0,0,5,108
350120,2014,0,0,1,35
350130,2012,0,0,1,176
350130,2014,0,0,4,204
350130,2016,0,0,5,185
350130,2017,0,1,5,193
350130,2018,0,0,1,186
350130,2019,0,0,1,183
350140,2013,0,0,2,38
350140,2015,0,0,1,31
350150,2012,0,0,2,25
350150,2014,0,0,1,18
350150,2018,0,0,1,38
350150,2019,0,0,1,15
350160,2012,0,1,23,1426
350160,2013,0,0,24,1439
350160,2014,0,1,39,1548
350160,2015,0,0,31,1382
350160,2016,0,0,18,1450
350160,2017,3,0,17,1457
350160,2018,0,2,28,1409
350160,2019,0,1,23,1489
350170,2012,0,0,1,158
350170,2013,0,0,6,173
350170,2014,0,0,9,168
350170,2015,0,0,5,190
350170,2016,0,0,3,209
350170,2017,0,1,7,196
350170,2018,0,1,5,181
350170,2019,0,0,10,182
350180,2013,0,0,1,52
350180,2018,0,0,2,54
350180,2019,0,0,1,65
350190,2012,0,0,7,481
350190,2013,0,0,6,521
350190,2014,0,0,5,484
350190,2015,0,0,5,537
350190,2016,0,0,4,596
350190,2017,0,0,5,571
350190,2018,0,0,5,579
350190,2019,0,0,6,553
350200,2012,0,0,1,40
350200,2014,0,0,1,26
350200,2015,0,0,2,25
350200,2016,0,0,1,31
350200,2017,0,0,1,26
350200,2018,0,0,1,29
350200,2019,0,0,1,27
350210,2012,0,0,5,423
350210,2013,0,0,4,444
350210,2014,0,0,7,487
350210,2015,1,0,5,465
350210,2016,0,0,10,508
350210,2017,0,0,9,506
350210,2018,0,0,8,502
350210,2019,1,0,5,530
350220,2012,0,0,1,128
350220,2013,0,0,1,133
350220,2014,0,0,8,152
350220,2015,0,0,3,168
350220,2016,0,0,3,161
350220,2017,0,0,2,164
350220,2018,0,0,5,167
350220,2019,0,0,6,155
350230,2013,0,0,1,46
350230,2015,0,0,1,31
350230,2019,0,0,1,49
350240,2014,0,0,1,35
350240,2016,0,0,2,34
350240,2018,0,1,0,30
350250,2012,0,0,8,275
350250,2013,1,0,17,292
350250,2014,0,0,5,249
350250,2015,0,0,7,288
350250,2016,0,0,7,296
350250,2017,0,1,2,251
350250,2018,0,1,1,278
350250,2019,1,0,3,320
350260,2013,0,0,1,37
350270,2012,0,0,4,169
350270,2013,0,0,4,186
350270,2014,0,0,2,156
350270,2015,0,0,1,169
350270,2016,0,0,12,213
350270,2017,0,0,6,197
350270,2018,0,0,4,191
350270,2019,0,0,2,190
350275,2012,0,0,3,96
350275,2013,0,0,5,95
350275,2014,0,0,6,82
350275,2015,0,0,5,103
350275,2016,0,0,4,131
350275,2017,0,0,4,117
350275,2018,0,0,5,110
350275,2019,0,0,5,103
350280,2012,1,0,24,1383
350280,2013,0,0,17,1384
350280,2014,0,0,19,1522
350280,2015,0,0,30,1511
350280,2016,1,0,28,1575
350280,2017,1,0,26,1502
350280,2018,0,1,38,1652
350280,2019,0,2,26,1631
350290,2012,0,0,5,213
350290,2013,0,0,1,205
350290,2014,0,0,8,192
350290,2015,0,0,5,226
350290,2016,0,1,3,232
350290,2017,0,0,3,227
350290,2018,0,0,3,243
350290,2019,0,0,7,260
350300,2014,0,0,1,32
350300,2015,0,0,1,39
350300,2018,0,0,1,50
350300,2019,0,0,1,50
350310,2012,0,0,1,30
350310,2014,1,0,2,42
350310,2015,0,0,1,47
350310,2017,0,0,3,42
350310,2018,0,0,1,48
350310,2019,0,0,2,53
350315,2015,0,0,1,20
350315,2017,0,0,1,11
350315,2018,0,0,1,12
350320,2012,0,1,28,1592
350320,2013,1,1,35,1602
350320,2014,0,0,30,1602
350320,2015,1,1,32,1692
350320,2016,0,2,22,1741
350320,2017,1,0,28,1660
350320,2018,0,0,34,1678
350320,2019,1,0,16,1750
350330,2012,0,0,14,855
350330,2013,0,0,7,850
350330,2014,0,1,13,881
350330,2015,0,2,13,933
350330,2016,1,0,17,863
350330,2017,0,0,18,932
350330,2018,0,1,19,918
350330,2019,0,1,16,946
350335,2015,0,0,1,16
350335,2018,0,0,1,18
350340,2015,0,0,4,75
350340,2016,0,0,2,79
350340,2018,0,0,1,78
350350,2016,0,0,1,50
350350,2017,0,0,1,43
350360,2012,0,0,1,55
350360,2013,0,0,2,56
350360,2014,0,0,1,54
350360,2015,0,0,4,69
350360,2017,0,0,3,63
350360,2018,0,0,3,65
350360,2019,0,0,1,82
350370,2013,0,0,2,76
350370,2014,0,0,1,63
350370,2015,0,0,4,78
350370,2016,0,0,2,80
350380,2012,0,0,4,230
350380,2013,0,0,6,232
350380,2014,0,0,4,248
350380,2015,0,0,11,266
350380,2016,0,0,2,268
350380,2017,0,0,5,294
350380,2018,0,0,5,294
350380,2019,0,0,6,315
350390,2012,0,0,18,438
350390,2013,0,2,17,429
350390,2014,0,1,16,455
350390,2015,0,0,10,487
350390,2016,0,0,21,527
350390,2017,0,0,23,519
350390,2018,0,1,18,527
350390,2019,0,1,11,512
350400,2012,0,0,15,734
350400,2013,0,0,11,787
350400,2014,1,0,13,834
350400,2015,0,0,12,745
350400,2016,0,0,9,777
350400,2017,1,0,9,810
350400,2018,2,0,17,826
350400,2019,0,0,7,807
350410,2012,0,1,17,976
350410,2013,0,0,13,907
350410,2014,0,0,29,1028
350410,2015,0,1,32,1009
350410,2016,0,0,18,1014
350410,2017,0,0,23,1093
350410,2018,0,0,10,1090
350410,2019,1,0,22,1135
350420,2014,0,0,2,129
350420,2015,0,0,2,120
350420,2017,0,0,1,123
350420,2018,0,0,1,124
350430,2014,0,0,1,36
350430,2019,0,0,1,48
350440,2012,0,0,2,76
350440,2013,0,0,1,75
350440,2014,0,0,4,70
350440,2015,0,0,3,78
350440,2017,0,0,1,60
350440,2018,0,0,3,68
350440,2019,0,1,2,86
350450,2012,0,0,9,616
350450,2013,1,2,11,610
350450,2014,0,2,22,624
350450,2015,0,2,13,625
350450,2016,0,0,15,712
350450,2017,0,1,14,667
350450,2018,0,2,13,696
350450,2019,0,0,13,709
350460,2012,0,0,1,81
350460,2013,0,1,2,105
350460,2016,0,0,1,107
350460,2018,0,0,1,118
350460,2019,0,0,1,118
350470,2013,0,0,1,19
350470,2019,0,0,1,21
350480,2012,0,0,1,82
350480,2013,0,0,1,72
350480,2015,0,0,1,71
350480,2017,0,0,1,86
350490,2012,0,0,1,66
350490,2013,0,0,1,78
350490,2016,0,1,1,72
350490,2017,0,0,2,101
350490,2019,0,0,1,59
350500,2013,0,0,2,30
350500,2014,0,0,1,26
350500,2015,0,0,1,25
350500,2016,0,0,1,31
350500,2017,0,1,0,23
350500,2019,0,0,1,28
350510,2014,0,0,1,51
350510,2015,0,0,1,48
350510,2016,0,0,1,47
350510,2018,0,0,1,43
350520,2012,0,0,10,274
350520,2013,0,0,6,281
350520,2014,0,0,7,277
350520,2015,0,0,4,268
350520,2016,0,0,4,273
350520,2017,0,0,4,282
350520,2018,0,0,6,267
350520,2019,0,0,7,285
350530,2012,0,0,8,290
350530,2013,0,0,3,277
350530,2014,0,0,3,317
350530,2015,0,0,5,290
350530,2016,0,0,2,308
350530,2017,0,0,4,283
350530,2018,0,0,5,277
350530,2019,0,0,3,287
350535,2012,0,0,1,39
350535,2014,0,0,2,40
350535,2015,0,0,2,30
350535,2019,0,0,1,32
350540,2013,0,0,2,61
350540,2014,0,0,2,52
350540,2015,0,0,1,37
350540,2018,0,0,3,53
350540,2019,0,0,2,54
350550,2012,0,0,21,977
350550,2013,0,0,18,1022
350550,2014,0,0,15,1030
350550,2015,0,4,11,1029
350550,2016,0,0,20,1090
350550,2017,0,2,21,992
350550,2018,0,0,20,981
350550,2019,2,0,17,1034
350560,2012,0,0,4,146
350560,2013,0,1,5,171
350560,2014,0,0,5,129
350560,2015,1,0,8,162
350560,2016,0,1,7,189
350560,2017,0,0,4,159
350560,2018,0,0,7,178
350560,2019,0,1,7,180
350570,2012,0,0,61,1680
350570,2013,1,1,45,1639
350570,2014,0,0,53,1761
350570,2015,1,1,75,1819
350570,2016,1,0,48,1819
350570,2017,0,3,45,1794
350570,2018,0,1,48,1806
350570,2019,1,0,50,2002
350580,2012,0,0,1,159
350580,2013,0,0,1,116
350580,2014,0,0,1,133
350580,2015,1,0,3,127
350580,2016,0,1,2,166
350580,2017,0,0,3,172
350580,2018,1,0,4,153
350580,2019,2,0,3,160
350590,2012,1,3,11,461
350590,2013,0,0,6,398
350590,2014,0,0,11,413
350590,2015,0,0,8,423
350590,2016,0,0,7,480
350590,2017,0,0,11,453
350590,2018,0,0,7,469
350590,2019,0,0,8,456
350600,2012,0,2,54,2437
350600,2013,1,2,66,2570
350600,2014,0,2,59,2548
350600,2015,0,1,56,2672
350600,2016,2,0,47,2601
350600,2017,4,1,56,2699
350600,2018,1,3,40,2680
350600,2019,1,2,58,2838
350610,2012,0,0,11,538
350610,2013,0,0,8,568
350610,2014,1,0,11,558
350610,2015,0,0,12,622
350610,2016,1,0,8,617
350610,2017,0,0,10,610
350610,2018,1,0,16,585
350610,2019,1,0,2,601
350620,2019,0,0,1,19
350630,2013,0,0,1,115
350630,2014,0,0,2,94
350630,2015,0,0,2,104
350630,2016,0,0,1,118
350630,2017,0,0,3,114
350630,2018,0,0,1,99
350630,2019,0,0,1,90
350635,2012,0,0,14,247
350635,2013,0,0,18,245
350635,2014,1,0,7,268
350635,2015,0,0,10,296
350635,2016,1,0,13,287
350635,2017,0,1,16,319
350635,2018,0,0,14,300
350635,2019,0,0,12,330
350640,2012,0,0,1,65
350640,2013,0,0,1,50
350640,2014,0,0,2,57
350640,2017,0,0,2,60
350640,2019,0,0,1,65
350650,2012,0,0,6,703
350650,2013,1,0,16,685
350650,2014,0,0,18,735
350650,2015,0,1,17,768
350650,2016,0,0,25,813
350650,2017,0,0,22,843
350650,2018,0,0,22,807
350650,2019,0,0,18,867
350660,2012,0,0,10,178
350660,2013,0,0,7,191
350660,2014,0,0,4,194
350660,2015,0,0,10,199
350660,2016,0,0,1,198
350660,2017,0,0,6,197
350660,2018,0,0,4,201
350660,2019,0,0,4,189
350670,2012,0,0,4,76
350670,2013,0,0,3,104
350670,2014,0,0,1,103
350670,2015,0,0,5,107
350670,2016,0,0,1,95
350670,2017,0,0,3,96
350670,2018,0,0,2,84
350670,2019,0,0,3,120
350680,2013,0,0,1,90
350680,2014,0,0,1,94
350680,2016,0,0,5,91
350680,2017,0,0,4,66
350680,2018,0,0,4,85
350680,2019,0,0,1,93
350690,2012,0,0,4,66
350690,2014,0,0,3,56
350690,2016,0,0,1,80
350690,2018,0,0,3,72
350690,2019,0,0,3,65
350700,2012,0,1,10,327
350700,2013,0,0,7,283
350700,2014,0,0,12,336
350700,2015,0,0,7,313
350700,2016,1,0,11,323
350700,2017,0,1,8,334
350700,2018,0,0,7,310
350700,2019,0,1,11,347
350710,2012,0,0,5,127
350710,2013,0,0,1,126
350710,2014,0,0,3,122
350710,2015,0,0,5,129
350710,2016,0,0,4,150
350710,2017,0,0,4,144
350710,2018,0,0,1,111
350710,2019,0,0,4,141
350715,2012,0,0,1,30
350715,2013,0,0,2,21
350715,2014,0,0,2,19
350715,2016,0,0,1,22
350715,2018,0,0,1,26
350715,2019,0,1,0,24
350730,2012,0,0,3,32
350730,2015,0,0,3,45
350730,2016,0,1,0,26
350730,2018,0,1,2,37
350730,2019,0,0,3,32
350740,2012,0,0,2,110
350740,2013,0,1,0,99
350740,2014,0,0,2,148
350740,2016,0,0,2,122
350740,2018,0,1,2,119
350740,2019,1,0,0,146
350750,2012,0,0,16,879
350750,2013,2,0,15,946
350750,2014,0,0,9,869
350750,2015,0,1,25,1009
350750,2016,0,1,20,1044
350750,2017,2,1,21,1023
350750,2018,0,0,27,1070
350750,2019,0,1,22,1087
350760,2012,0,2,17,1135
350760,2013,0,0,10,1100
350760,2014,1,1,25,1126
350760,2015,0,0,29,1138
350760,2016,1,0,17,1269
350760,2017,0,2,17,1142
350760,2018,1,0,14,1245
350760,2019,0,0,21,1250
350770,2012,0,0,1,34
350770,2016,0,0,1,29
350775,2012,0,0,1,22
350775,2015,0,0,2,21
350775,2017,0,0,1,25
350780,2012,0,0,3,160
350780,2013,0,0,2,115
350780,2014,0,0,1,142
350780,2015,0,0,5,153
350780,2016,0,0,5,165
350780,2017,0,0,3,145
350780,2018,0,0,10,158
350780,2019,0,0,4,184
350790,2012,0,0,5,168
350790,2013,0,0,4,139
350790,2014,0,0,5,165
350790,2015,0,0,8,180
350790,2016,0,0,2,164
350790,2017,0,0,2,168
350790,2018,0,0,3,158
350790,2019,0,0,4,164
350800,2012,0,0,4,125
350800,2013,1,0,5,120
350800,2014,0,0,6,124
350800,2015,0,0,6,135
350800,2016,0,0,2,134
350800,2017,0,1,3,147
350800,2018,0,0,3,139
350800,2019,0,0,12,134
350810,2012,0,0,4,121
350810,2013,0,0,1,124
350810,2014,0,0,1,128
350810,2015,0,0,2,126
350810,2016,0,1,1,165
350810,2017,0,0,1,139
350810,2018,0,0,4,154
350810,2019,0,0,2,156
350820,2015,0,0,3,36
350830,2012,0,0,3,46
350830,2014,0,0,2,36
350830,2015,0,0,2,25
350830,2018,1,0,1,42
350840,2012,0,0,6,200
350840,2013,0,0,11,240
350840,2014,0,0,11,276
350840,2015,1,0,11,234
350840,2016,0,0,9,233
350840,2017,1,0,12,249
350840,2018,0,0,8,253
350840,2019,0,0,14,274
350850,2012,1,1,14,545
350850,2013,0,0,14,531
350850,2014,0,0,13,556
350850,2015,0,0,11,595
350850,2016,0,1,9,601
350850,2017,1,0,11,609
350850,2018,0,0,11,595
350850,2019,0,0,18,649
350860,2012,1,0,1,229
350860,2013,0,0,4,218
350860,2014,0,0,2,239
350860,2015,0,1,4,242
350860,2016,0,0,5,230
350860,2017,0,0,7,231
350860,2018,0,0,5,236
350860,2019,0,0,7,252
350870,2012,0,0,3,161
350870,2013,0,0,1,120
350870,2014,0,0,1,121
350870,2015,0,0,1,135
350870,2017,0,1,2,134
350870,2018,0,0,2,124
350870,2019,0,0,2,143
350880,2012,0,0,2,152
350880,2013,0,0,4,151
350880,2014,1,0,0,136
350880,2016,0,0,2,126
350880,2018,0,0,4,155
350880,2019,0,0,2,158
350890,2014,0,0,1,22
350890,2018,0,0,1,24
350900,2012,0,0,10,476
350900,2013,0,0,19,493
350900,2014,2,0,17,520
350900,2015,0,0,19,501
350900,2016,0,0,11,506
350900,2017,0,0,11,507
350900,2018,0,0,9,503
350900,2019,0,0,7,518
350910,2012,0,0,1,36
350910,2014,0,0,2,39
350910,2018,0,0,1,38
350920,2012,0,0,14,325
350920,2013,0,2,11,311
350920,2014,0,1,14,370
350920,2015,0,0,16,406
350920,2016,0,0,8,382
350920,2017,0,1,17,411
350920,2018,2,0,5,408
350920,2019,0,1,12,414
350925,2012,2,0,1,164
350925,2013,0,0,11,163
350925,2014,0,0,7,184
350925,2015,0,0,11,180
350925,2016,0,0,6,188
350925,2017,0,1,4,182
350925,2018,0,0,2,211
350925,2019,0,0,4,194
350930,2012,0,0,4,67
350930,2014,0,0,1,71
350930,2015,0,0,1,82
350930,2016,0,0,2,91
350930,2017,0,0,1,58
350930,2019,0,0,2,78
350940,2012,0,1,3,149
350940,2013,0,0,4,185
350940,2014,0,0,3,171
350940,2015,0,0,4,168
350940,2016,0,0,7,178
350940,2017,0,1,3,184
350940,2018,0,0,3,164
350940,2019,0,0,2,185
350945,2012,0,0,4,39
350945,2013,0,0,2,41
350945,2015,0,0,2,43
350945,2018,0,0,3,49
350950,2012,1,2,148,6726
350950,2013,1,5,140,6809
350950,2014,2,5,123,7063
350950,2015,0,7,123,6760
350950,2016,3,5,129,7058
350950,2017,1,8,128,7327
350950,2018,2,4,131,7272
350950,2019,0,5,105,7479
350960,2012,0,1,13,461
350960,2013,0,0,6,462
350960,2014,1,0,19,502
350960,2015,0,0,14,470
350960,2016,0,0,11,529
350960,2017,0,0,12,504
350960,2018,0,0,5,482
350960,2019,1,1,10,490
350970,2012,0,0,11,346
350970,2013,0,0,10,320
350970,2014,0,2,10,310
350970,2015,0,0,12,358
350970,2016,0,0,9,378
350970,2017,0,0,6,372
350970,2018,0,0,6,385
350970,2019,1,1,11,378
350980,2012,0,0,2,41
350980,2015,0,0,2,43
350980,2017,0,1,1,50
350980,2019,0,0,2,39
350990,2013,0,0,1,80
350990,2014,0,0,3,103
350990,2015,0,0,3,98
350990,2016,0,0,4,94
350990,2017,0,0,2,117
350990,2018,0,0,1,106
350990,2019,0,0,1,107
350995,2013,0,0,4,34
350995,2014,0,0,1,29
350995,2015,0,0,2,29
350995,2017,0,0,4,32
350995,2019,0,0,1,31
351000,2012,0,0,6,246
351000,2013,0,0,5,253
351000,2014,0,0,3,237
351000,2015,0,1,1,225
351000,2016,1,0,8,249
351000,2017,0,0,5,252
351000,2018,0,0,5,244
351000,2019,0,0,5,246
351010,2012,0,0,1,22
351010,2015,0,0,1,29
351015,2012,0,0,1,24
351015,2013,0,0,2,27
351015,2017,0,0,2,38
351015,2019,0,0,1,29
351020,2012,0,0,10,356
351020,2013,0,0,8,345
351020,2014,1,0,10,385
351020,2015,0,0,4,333
351020,2016,0,0,9,352
351020,2017,0,0,6,358
351020,2018,0,2,6,356
351020,2019,0,0,4,382
351030,2012,0,0,5,94
351030,2013,0,1,3,95
351030,2014,0,0,1,99
351030,2015,0,0,6,127
351030,2016,0,0,1,108
351030,2017,0,0,4,119
351030,2018,0,0,5,124
351030,2019,0,0,2,132
351040,2012,0,1,14,314
351040,2013,0,0,7,338
351040,2014,0,0,4,332
351040,2015,0,0,6,326
351040,2016,0,0,6,335
351040,2017,2,1,7,346
351040,2018,0,0,5,299
351040,2019,0,0,2,323
351050,2012,0,1,16,625
351050,2013,1,1,13,707
351050,2014,0,0,18,734
351050,2015,3,0,14,798
351050,2016,0,0,19,785
351050,2017,0,1,22,815
351050,2018,0,0,18,805
351050,2019,0,2,16,943
351060,2012,3,1,59,1672
351060,2013,6,0,75,1840
351060,2014,0,2,79,1906
351060,2015,0,1,96,1912
351060,2016,0,1,71,1926
351060,2017,2,0,73,1931
351060,2018,2,1,62,2029
351060,2019,0,2,84,2019
351070,2012,0,0,3,121
351070,2016,0,1,1,100
351070,2018,0,0,3,108
351070,2019,0,0,4,133
351080,2012,0,1,1,234
351080,2013,0,0,4,250
351080,2014,0,0,6,274
351080,2015,1,0,3,287
351080,2016,0,0,5,250
351080,2017,0,0,2,264
351080,2018,0,1,3,251
351080,2019,0,0,4,275
351090,2019,0,0,1,25
351100,2012,0,0,4,127
351100,2013,0,0,5,136
351100,2014,0,1,4,135
351100,2016,0,0,4,156
351100,2017,0,0,6,153
351100,2018,0,0,6,180
351100,2019,0,0,4,142
351110,2012,0,1,18,989
351110,2013,0,0,23,997
351110,2014,0,0,20,958
351110,2015,0,0,11,1069
351110,2016,0,0,9,914
351110,2017,0,0,11,1008
351110,2018,0,0,10,988
351110,2019,0,0,14,1048
351120,2014,0,0,4,65
351120,2015,0,0,2,55
351120,2017,0,0,1,61
351120,2019,0,0,2,49
351130,2012,0,0,2,74
351130,2014,0,0,1,78
351130,2015,0,0,1,74
351130,2017,0,0,2,84
351140,2012,0,0,1,111
351140,2013,0,0,4,149
351140,2014,0,0,4,156
351140,2015,0,0,2,143
351140,2016,1,0,1,153
351140,2017,0,0,1,144
351140,2018,1,0,3,178
351140,2019,0,0,2,173
351150,2012,0,0,2,208
351150,2013,0,0,5,261
351150,2014,0,0,6,240
351150,2015,0,0,7,265
351150,2016,0,0,2,254
351150,2017,0,0,3,261
351150,2018,0,0,5,230
351150,2019,0,0,6,285
351160,2012,0,0,5,107
351160,2014,0,0,2,114
351160,2015,0,0,6,119
351160,2016,0,0,2,106
351160,2017,0,0,6,109
351160,2018,0,0,3,121
351160,2019,1,1,4,138
351170,2013,0,0,5,95
351170,2014,0,0,2,99
351170,2015,0,0,4,104
351170,2016,0,0,1,108
351170,2017,0,0,4,106
351170,2018,0,0,1,109
351170,2019,0,0,1,126
351190,2012,0,0,1,38
351190,2013,0,0,3,45
351190,2014,0,0,2,39
351190,2015,0,0,1,48
351190,2018,0,0,3,63
351200,2012,0,0,3,130
351200,2013,0,0,2,141
351200,2014,0,0,4,126
351200,2015,0,0,3,145
351200,2016,0,0,1,141
351200,2017,0,0,2,155
351200,2018,0,0,2,141
351200,2019,0,0,3,161
351210,2012,1,0,1,41
351210,2013,0,0,1,47
351210,2015,0,0,1,66
351210,2016,0,0,2,48
351210,2017,0,0,1,50
351210,2018,0,0,1,41
351220,2012,0,0,2,136
351220,2013,0,0,1,154
351220,2014,0,0,6,129
351220,2015,0,0,7,188
351220,2016,0,0,5,181
351220,2017,0,0,5,182
351220,2018,0,0,5,200
351220,2019,0,0,4,207
351230,2012,0,0,1,141
351230,2013,0,0,2,165
351230,2014,0,0,4,149
351230,2015,0,0,3,169
351230,2016,0,0,1,132
351230,2017,0,0,2,169
