CODMUNRES,ANO,OBITOS_PERINATAIS,OBITOS_NEONATAIS,OBITOS_INFANTIS,OBITOS_TOTAIS
230765,2013,1,1,40,1251
230765,2014,1,1,39,1185
230765,2015,1,0,49,1270
230765,2016,1,0,40,1309
230765,2017,1,1,49,1578
230765,2018,1,3,37,1381
230765,2019,2,1,35,1350
230770,2012,1,0,16,588
230770,2013,0,0,15,614
230770,2014,0,0,20,588
230770,2015,0,1,16,622
230770,2016,0,0,22,652
230770,2017,1,0,25,719
230770,2018,0,2,16,743
230770,2019,0,3,15,649
230780,2012,0,0,6,128
230780,2013,0,0,2,108
230780,2014,0,0,11,148
230780,2015,0,0,11,157
230780,2016,1,0,9,133
230780,2017,0,0,7,147
230780,2018,0,0,3,158
230780,2019,0,0,7,144
230790,2012,0,0,5,56
230790,2013,0,0,5,68
230790,2014,0,0,3,65
230790,2015,0,0,3,58
230790,2016,0,0,2,52
230790,2018,0,0,1,60
230790,2019,0,0,1,63
230800,2012,0,0,8,174
230800,2013,0,0,9,191
230800,2014,0,0,3,194
230800,2015,0,0,6,205
230800,2016,0,0,5,240
230800,2017,0,0,10,224
230800,2018,0,1,9,247
230800,2019,0,0,8,243
230810,2012,0,0,14,254
230810,2013,0,0,12,234
230810,2014,0,1,12,234
230810,2015,0,1,19,301
230810,2016,0,1,6,247
230810,2017,0,0,5,271
230810,2018,1,0,11,264
230810,2019,0,0,9,267
230820,2012,0,0,6,73
230820,2013,0,0,6,68
230820,2014,0,0,1,79
230820,2015,0,1,2,67
230820,2016,0,0,6,84
230820,2017,0,0,1,80
230820,2018,0,0,3,104
230820,2019,0,0,5,78
230830,2012,0,0,7,162
230830,2013,0,0,5,146
230830,2014,0,0,5,172
230830,2015,0,1,6,183
230830,2016,0,0,3,156
230830,2017,0,0,5,199
230830,2019,0,0,4,207
230835,2012,0,0,3,102
230835,2013,0,0,3,92
230835,2014,0,0,1,109
230835,2015,0,0,7,130
230835,2016,0,0,1,98
230835,2017,0,0,3,111
230835,2018,0,0,5,116
230835,2019,0,0,1,105
230837,2012,0,0,4,57
230837,2013,0,1,6,59
230837,2014,0,0,3,68
230837,2015,0,0,2,66
230837,2016,0,0,3,67
230837,2017,0,0,4,78
230837,2018,0,0,3,74
230837,2019,0,0,3,90
230840,2012,0,0,14,214
230840,2013,0,2,9,246
230840,2014,0,1,5,233
230840,2015,0,0,7,205
230840,2016,0,1,8,230
230840,2017,0,1,5,236
230840,2018,0,1,11,226
230840,2019,0,1,13,261
230850,2012,0,0,4,255
230850,2013,0,0,7,296
230850,2014,0,0,4,253
230850,2015,0,0,10,339
230850,2016,0,0,7,333
230850,2017,0,0,5,300
230850,2018,0,0,10,289
230850,2019,0,0,1,309
230860,2012,0,0,2,105
230860,2013,0,0,3,107
230860,2015,0,0,6,118
230860,2016,1,0,7,116
230860,2017,0,0,5,123
230860,2018,0,0,7,146
230860,2019,0,0,1,139
230870,2012,0,0,1,376
230870,2013,1,1,7,440
230870,2014,0,1,5,445
230870,2015,0,0,3,445
230870,2016,0,0,4,415
230870,2017,0,0,7,478
230870,2018,0,0,5,466
230870,2019,0,0,7,453
230880,2012,0,0,3,38
230880,2013,0,0,3,53
230880,2014,0,0,2,47
230880,2015,0,0,1,44
230880,2016,0,0,1,44
230880,2017,0,0,2,49
230880,2018,0,0,4,53
230880,2019,0,0,1,48
230890,2012,0,0,8,97
230890,2013,1,0,4,89
230890,2014,0,0,3,128
230890,2015,0,0,2,111
230890,2016,1,0,5,115
230890,2017,0,0,2,114
230890,2018,0,0,7,113
230890,2019,0,0,7,116
230900,2013,0,0,2,120
230900,2014,0,0,3,123
230900,2015,0,0,3,133
230900,2016,0,0,2,109
230900,2017,0,0,1,141
230900,2018,0,1,2,121
230900,2019,0,1,1,105
230910,2013,0,0,4,61
230910,2014,0,0,3,52
230910,2016,0,0,2,52
230910,2017,0,0,2,70
230910,2018,0,0,1,69
230910,2019,1,0,3,45
230920,2012,0,0,2,72
230920,2013,0,0,2,94
230920,2014,0,0,5,95
230920,2015,0,0,3,97
230920,2016,0,0,6,111
230920,2017,0,0,6,98
230920,2018,1,1,4,89
230920,2019,1,0,5,102
230930,2012,0,0,5,235
230930,2013,0,0,5,212
230930,2014,0,0,7,241
230930,2015,0,0,7,303
230930,2016,0,0,3,257
230930,2017,0,1,6,257
230930,2018,0,0,6,259
230930,2019,0,0,2,252
230940,2012,0,0,7,145
230940,2013,0,0,9,186
230940,2014,0,0,8,195
230940,2015,0,0,3,196
230940,2016,0,0,6,185
230940,2017,1,1,7,222
230940,2018,0,1,4,183
230940,2019,0,0,3,189
230945,2012,0,0,4,145
230945,2013,1,0,3,137
230945,2014,0,0,4,157
230945,2015,0,0,6,142
230945,2016,0,0,2,162
230945,2017,0,0,6,204
230945,2018,0,0,3,167
230945,2019,0,0,1,178
230950,2012,0,0,4,167
230950,2013,0,0,4,167
230950,2014,1,0,1,187
230950,2015,0,0,6,163
230950,2016,0,0,1,193
230950,2017,0,0,3,193
230950,2018,0,0,1,193
230950,2019,0,0,4,190
230960,2012,1,0,14,310
230960,2013,1,1,6,306
230960,2014,2,1,17,369
230960,2015,0,0,11,360
230960,2016,0,0,8,354
230960,2017,0,1,9,482
230960,2018,0,0,14,418
230960,2019,0,0,19,421
230970,2012,1,0,14,273
230970,2013,0,1,10,278
230970,2014,0,1,6,306
230970,2015,0,0,13,364
230970,2016,0,1,13,332
230970,2017,0,1,11,387
230970,2018,0,0,9,398
230970,2019,1,0,12,357
230980,2012,0,0,1,45
230980,2015,0,0,1,74
230980,2016,0,0,1,81
230980,2017,0,0,3,93
230980,2019,0,0,3,88
230990,2012,0,0,2,43
230990,2013,0,0,1,42
230990,2015,0,0,1,53
230990,2016,0,0,1,55
230990,2019,0,0,2,53
231000,2012,0,0,2,55
231000,2014,2,0,1,56
231000,2017,0,0,2,65
231000,2018,0,0,3,70
231000,2019,1,0,2,50
231010,2012,0,0,2,70
231010,2013,0,0,2,65
231010,2014,0,0,1,65
231010,2015,0,0,2,65
231010,2016,0,0,1,51
231010,2017,0,0,1,86
231020,2012,0,0,2,170
231020,2013,0,0,7,184
231020,2014,0,0,8,180
231020,2015,0,0,6,212
231020,2016,0,0,11,208
231020,2017,0,0,6,238
231020,2018,0,0,5,243
231020,2019,0,0,9,254
231025,2012,1,0,5,164
231025,2013,0,0,4,139
231025,2014,0,0,4,142
231025,2015,0,0,6,179
231025,2016,0,0,3,201
231025,2017,0,0,8,195
231025,2018,0,1,5,192
231025,2019,0,0,1,166
231030,2012,0,0,2,188
231030,2013,0,0,2,160
231030,2014,0,0,2,197
231030,2015,0,0,6,241
231030,2016,0,0,2,213
231030,2017,0,0,5,255
231030,2018,0,0,3,205
231030,2019,0,0,12,228
231040,2012,0,0,2,63
231040,2013,0,0,2,71
231040,2014,1,0,4,72
231040,2015,0,0,1,80
231040,2016,0,0,3,68
231040,2018,0,0,1,63
231040,2019,0,0,1,66
231050,2012,2,0,9,240
231050,2013,0,0,6,287
231050,2014,0,0,10,300
231050,2015,0,0,9,289
231050,2016,1,0,5,302
231050,2017,0,0,9,294
231050,2018,0,0,7,325
231050,2019,0,0,5,281
231060,2012,0,0,2,54
231060,2013,0,0,2,43
231060,2014,0,0,2,60
231060,2015,0,0,1,48
231060,2016,0,1,2,56
231060,2017,0,1,5,64
231060,2018,0,0,2,57
231060,2019,0,1,4,60
231070,2012,0,0,8,215
231070,2013,0,1,7,243
231070,2014,0,0,6,219
231070,2015,0,0,8,217
231070,2016,0,0,5,223
231070,2017,2,0,5,230
231070,2018,0,0,9,251
231070,2019,1,0,6,195
231080,2012,1,0,1,90
231080,2013,0,1,2,107
231080,2014,0,0,1,81
231080,2015,0,0,5,111
231080,2016,0,1,5,113
231080,2017,0,1,2,115
231080,2018,0,0,2,112
231080,2019,0,0,2,114
231085,2012,1,1,3,145
231085,2013,0,0,2,118
231085,2014,0,0,1,145
231085,2015,0,0,4,167
231085,2016,0,1,3,159
231085,2017,0,0,2,150
231085,2018,0,0,4,156
231085,2019,0,0,4,161
231090,2012,0,0,2,114
231090,2013,0,0,3,113
231090,2014,0,0,1,121
231090,2016,0,0,3,120
231090,2018,0,0,1,122
231090,2019,0,0,3,123
231095,2012,0,1,1,63
231095,2013,0,0,1,61
231095,2014,0,0,1,81
231095,2016,0,0,2,67
231100,2012,0,0,4,84
231100,2013,0,0,1,75
231100,2014,0,0,4,79
231100,2015,0,0,3,83
231100,2016,0,0,2,78
231100,2017,1,0,2,83
231100,2018,0,0,1,99
231100,2019,0,0,3,87
231110,2012,0,0,1,96
231110,2013,0,0,4,99
231110,2014,0,0,3,106
231110,2015,0,0,1,117
231110,2016,0,0,6,86
231110,2017,0,0,2,103
231110,2018,0,0,3,95
231110,2019,0,3,1,107
231120,2012,0,0,1,57
231120,2013,0,0,4,62
231120,2014,0,0,4,78
231120,2015,0,1,0,75
231120,2017,0,0,1,48
231120,2019,0,0,2,53
231123,2015,0,0,1,43
231123,2018,0,0,1,43
231126,2012,0,0,6,112
231126,2013,0,0,5,115
231126,2014,0,0,6,102
231126,2015,0,0,3,124
231126,2016,0,0,3,138
231126,2017,0,0,6,123
231126,2018,0,0,4,157
231126,2019,0,0,5,134
231130,2012,0,0,11,478
231130,2013,0,0,27,556
231130,2014,0,0,22,496
231130,2015,0,0,21,547
231130,2016,0,0,22,610
231130,2017,0,1,25,510
231130,2018,0,0,12,516
231130,2019,0,1,21,543
231135,2012,0,0,1,112
231135,2013,0,0,3,128
231135,2014,0,0,2,124
231135,2015,0,0,1,105
231135,2016,0,0,4,133
231135,2017,0,0,2,138
231135,2018,0,0,4,121
231135,2019,0,0,6,144
231140,2012,0,0,14,396
231140,2013,0,0,12,458
231140,2014,0,0,15,496
231140,2015,0,0,9,503
231140,2016,0,0,17,511
231140,2017,1,2,20,568
231140,2018,0,0,21,515
231140,2019,0,0,17,553
231150,2012,0,0,1,119
231150,2013,0,0,1,135
231150,2014,0,2,5,135
231150,2015,0,0,6,116
231150,2016,0,0,2,141
231150,2017,0,3,1,122
231150,2018,0,0,3,108
231150,2019,0,0,1,141
231160,2012,0,0,8,174
231160,2013,0,0,8,202
231160,2014,0,0,7,183
231160,2015,0,0,4,214
231160,2016,0,0,3,196
231160,2017,0,0,1,249
231160,2018,0,0,4,185
231160,2019,1,0,6,191
231170,2012,0,0,3,120
231170,2013,0,0,4,129
231170,2014,0,0,7,146
231170,2015,0,0,2,142
231170,2016,0,0,2,133
231170,2017,0,1,6,141
231170,2018,0,2,7,158
231170,2019,0,0,3,134
231180,2012,0,0,10,405
231180,2013,0,1,11,419
231180,2014,0,0,7,467
231180,2015,0,0,10,450
231180,2016,0,2,14,485
231180,2017,0,1,16,534
231180,2018,0,0,11,491
231180,2019,0,0,13,481
231190,2012,0,0,6,82
231190,2013,0,0,3,91
231190,2014,0,0,3,87
231190,2015,0,0,3,104
231190,2016,0,0,1,81
231190,2017,0,0,4,110
231190,2018,0,0,2,111
231195,2012,0,0,10,78
231195,2013,0,0,5,86
231195,2014,0,0,5,82
231195,2015,0,1,1,81
231195,2016,0,0,4,82
231195,2017,0,0,6,90
231195,2018,1,0,4,102
231195,2019,0,0,6,94
231200,2012,0,0,9,157
231200,2013,0,0,11,174
231200,2014,0,0,16,165
231200,2015,0,0,6,149
231200,2016,0,1,4,171
231200,2017,0,1,6,172
231200,2018,0,1,5,186
231200,2019,0,0,6,171
231210,2012,0,1,3,89
231210,2013,0,0,4,112
231210,2014,0,1,1,105
231210,2015,0,0,6,112
231210,2016,0,1,1,98
231210,2017,0,1,1,105
231210,2018,0,0,1,97
231210,2019,0,1,1,112
231220,2012,1,0,7,228
231220,2013,0,0,9,273
231220,2014,0,0,10,258
231220,2015,0,0,9,302
231220,2016,0,0,7,257
231220,2017,0,1,4,297
231220,2018,0,0,8,315
231220,2019,1,0,12,306
231230,2012,0,1,17,313
231230,2013,0,0,17,331
231230,2014,0,1,7,264
231230,2015,0,0,12,347
231230,2016,0,1,9,333
231230,2017,0,0,8,299
231230,2018,0,1,5,300
231230,2019,1,0,12,327
231240,2012,0,1,3,218
231240,2013,0,0,12,259
231240,2014,0,0,5,232
231240,2015,0,0,8,283
231240,2016,0,0,13,294
231240,2017,0,2,15,337
231240,2018,0,0,12,309
231240,2019,0,0,14,370
231250,2014,0,0,1,65
231250,2017,0,0,1,66
231250,2018,0,0,1,60
231250,2019,0,0,2,68
231260,2012,0,0,2,69
231260,2013,0,0,2,69
231260,2015,0,0,2,79
231260,2016,0,0,1,94
231260,2017,0,0,2,73
231260,2018,0,0,1,83
231260,2019,0,0,1,83
231270,2012,0,0,2,206
231270,2013,0,0,5,226
231270,2014,0,0,7,186
231270,2015,0,0,1,213
231270,2016,0,0,12,222
231270,2017,0,0,5,223
231270,2018,0,0,4,218
231270,2019,0,0,6,191
231280,2012,0,0,1,32
231280,2013,0,0,1,32
231280,2016,0,0,1,36
231280,2017,0,0,3,40
231280,2019,0,0,1,45
231290,2012,0,0,47,1042
231290,2013,1,3,51,1125
231290,2014,1,0,45,1111
231290,2015,0,0,29,1172
231290,2016,0,2,28,1122
231290,2017,0,0,26,1307
231290,2018,0,0,32,1321
231290,2019,0,0,21,1191
231300,2012,0,0,4,125
231300,2013,0,0,2,114
231300,2014,0,0,3,148
231300,2015,1,0,2,129
231300,2016,0,0,4,145
231300,2017,0,0,7,160
231300,2018,0,0,5,125
231300,2019,0,0,5,164
231310,2012,0,0,1,200
231310,2013,0,0,7,243
231310,2014,0,0,7,228
231310,2015,0,0,5,209
231310,2016,0,1,7,234
231310,2017,1,1,3,223
231310,2018,0,0,4,211
231310,2019,0,0,6,217
231320,2012,0,0,6,157
231320,2013,0,0,6,178
231320,2014,0,1,5,138
231320,2015,0,0,5,183
231320,2016,0,0,4,207
231320,2017,0,0,1,186
231320,2018,0,0,8,219
231320,2019,0,1,3,207
231325,2013,0,0,3,46
231325,2014,0,0,3,49
231325,2015,0,0,1,46
231325,2016,0,1,1,61
231325,2017,0,1,1,54
231325,2018,0,0,1,38
231325,2019,0,1,1,69
231330,2012,0,1,7,366
231330,2013,0,1,5,360
231330,2014,0,0,9,390
231330,2015,0,0,8,389
231330,2016,0,1,10,396
231330,2017,0,0,6,388
231330,2018,0,1,6,450
231330,2019,0,0,10,421
231335,2012,0,0,5,84
231335,2013,0,2,2,90
231335,2014,0,0,3,85
231335,2015,0,0,1,83
231335,2016,0,0,2,93
231335,2017,0,0,4,86
231335,2018,0,0,4,88
231335,2019,0,0,7,106
231340,2012,0,1,14,334
231340,2013,0,0,21,365
231340,2014,0,2,13,409
231340,2015,1,0,12,424
231340,2016,0,0,19,456
231340,2017,0,0,12,452
231340,2018,0,0,18,466
231340,2019,1,0,16,443
231350,2012,0,0,12,223
231350,2013,0,0,8,214
231350,2014,0,1,11,228
231350,2015,0,0,8,249
231350,2016,0,1,12,253
231350,2017,0,0,9,301
231350,2018,0,0,9,291
231350,2019,0,0,9,319
231355,2012,0,0,5,93
231355,2014,0,0,3,77
231355,2015,0,0,4,100
231355,2016,0,0,4,74
231355,2017,0,0,2,107
231355,2018,0,0,4,94
231355,2019,0,1,5,102
231360,2012,0,1,9,179
231360,2013,0,0,2,184
231360,2014,0,0,9,173
231360,2015,0,0,9,221
231360,2016,1,0,7,172
231360,2017,0,0,6,196
231360,2018,0,0,12,211
231360,2019,0,0,8,221
231370,2012,0,0,4,52
231370,2013,0,0,4,48
231370,2014,0,0,1,51
231370,2015,0,0,3,56
231370,2017,0,0,1,44
231370,2018,0,0,1,62
231375,2012,0,0,3,107
231375,2013,0,1,4,84
231375,2014,0,0,4,116
231375,2015,0,1,4,132
231375,2016,0,0,4,90
231375,2017,0,0,6,108
231375,2018,0,0,5,107
231375,2019,0,0,5,138
231380,2012,0,0,3,104
231380,2013,0,0,5,132
231380,2014,0,0,6,121
231380,2015,0,0,2,128
231380,2016,0,1,3,139
231380,2017,0,0,5,139
231380,2018,0,0,4,132
231380,2019,0,0,11,134
231390,2012,0,0,1,60
231390,2014,0,0,1,54
231390,2015,0,0,4,66
231390,2016,0,0,3,83
231390,2017,0,0,3,86
231390,2018,0,0,4,92
231390,2019,0,0,2,79
231395,2012,0,0,6,131
231395,2013,0,0,6,142
231395,2014,0,0,3,132
231395,2016,0,0,3,130
231395,2017,0,1,2,131
231395,2018,0,1,3,138
231395,2019,0,0,1,135
231400,2012,0,0,2,255
231400,2013,0,1,8,253
231400,2014,0,0,6,271
231400,2015,0,0,3,258
231400,2016,0,0,5,286
231400,2017,0,0,4,262
231400,2018,0,0,6,299
231400,2019,0,0,2,270
231410,2012,0,0,12,282
231410,2013,0,0,11,308
231410,2014,0,1,8,309
231410,2015,0,0,7,333
231410,2016,0,0,9,293
231410,2017,0,1,15,385
231410,2018,1,1,12,343
231410,2019,0,0,7,342
240000,2012,0,1,2,10
240000,2014,0,0,1,2
240010,2013,0,0,3,71
240010,2015,0,0,2,83
240010,2016,0,0,1,84
240010,2017,0,0,2,88
240010,2019,0,0,3,79
240020,2012,0,1,14,241
240020,2013,0,0,10,274
240020,2014,0,1,7,313
240020,2015,0,1,14,273
240020,2016,1,2,10,290
240020,2017,0,0,6,289
240020,2018,0,1,9,327
240020,2019,0,0,12,300
240030,2012,0,0,4,49
240030,2013,0,0,4,67
240030,2014,0,0,1,61
240030,2016,0,0,2,71
240030,2017,0,0,1,69
240030,2018,0,0,2,72
240040,2012,0,1,0,12
240040,2019,0,0,2,21
240050,2012,0,0,1,85
240050,2013,0,0,3,95
240050,2015,0,0,2,73
240050,2017,0,0,2,100
240050,2018,0,0,2,92
240050,2019,0,0,2,90
240060,2012,0,0,2,29
240060,2014,0,0,1,37
240060,2016,0,0,2,32
240060,2017,0,0,1,39
240060,2019,0,0,1,43
240070,2012,0,0,2,67
240070,2013,0,0,3,71
240070,2014,0,1,2,76
240070,2015,0,0,2,70
240070,2017,0,0,2,72
240070,2018,0,0,1,67
240070,2019,0,0,1,63
240080,2012,0,0,2,60
240080,2013,0,0,1,69
240080,2015,0,0,2,50
240080,2016,0,0,4,82
240080,2017,0,0,2,70
240090,2012,0,0,1,49
240090,2013,0,0,1,51
240090,2014,0,0,1,40
240090,2015,0,0,1,54
240090,2016,0,0,2,48
240090,2018,0,0,2,54
240090,2019,0,1,1,74
240100,2012,0,0,1,177
240100,2013,0,0,3,202
240100,2014,0,0,5,185
240100,2015,1,1,1,208
240100,2016,0,0,10,207
240100,2017,0,0,3,239
240100,2018,1,0,7,256
240100,2019,0,1,4,236
240110,2012,0,1,3,166
240110,2013,0,0,8,163
240110,2014,0,0,6,183
240110,2015,0,0,5,167
240110,2016,2,0,3,189
240110,2017,0,1,5,206
240110,2018,0,0,6,186
240110,2019,0,0,1,202
240120,2012,0,0,3,54
240120,2013,0,0,4,75
240120,2014,0,0,1,65
240120,2015,0,0,2,75
240120,2016,0,0,2,78
240120,2017,0,0,4,71
240120,2018,0,0,2,77
240120,2019,0,0,4,64
240130,2012,0,0,2,58
240130,2015,0,0,2,60
240130,2017,0,0,2,68
240130,2019,0,0,2,44
240140,2012,0,0,2,44
240140,2013,0,0,3,32
240140,2014,0,0,1,44
240140,2015,0,0,1,51
240140,2016,0,0,1,57
240140,2017,0,0,2,47
240140,2018,0,0,1,62
240140,2019,0,0,1,64
240145,2012,0,1,6,132
240145,2013,0,0,6,140
240145,2014,0,0,4,127
240145,2015,0,1,8,155
240145,2016,0,0,3,145
240145,2017,0,0,9,142
240145,2018,0,0,4,137
240145,2019,0,0,5,124
240150,2014,0,0,1,34
240150,2015,0,0,2,35
240150,2016,0,0,1,31
240150,2019,0,0,2,27
240160,2012,0,0,1,28
240160,2013,1,0,1,17
240160,2014,0,0,1,8
240160,2015,0,0,1,21
240160,2016,0,0,2,35
240160,2017,0,0,1,24
240165,2013,0,0,1,13
240165,2014,0,0,1,18
240165,2016,0,0,1,17
240165,2018,0,0,1,17
240170,2012,0,0,3,41
240170,2013,0,0,1,66
240170,2014,0,0,2,61
240170,2016,0,0,1,69
240170,2017,0,0,3,60
240170,2018,0,0,1,78
240180,2013,0,0,1,70
240180,2014,1,0,2,62
240180,2015,1,0,0,68
240180,2017,0,0,3,91
240180,2018,0,0,4,97
240180,2019,0,0,4,70
240185,2012,0,0,5,24
240185,2015,0,0,1,30
240185,2016,0,0,1,45
240190,2019,0,0,2,37
240200,2012,0,0,9,388
240200,2013,1,0,13,400
240200,2014,0,0,6,468
240200,2015,0,0,6,429
240200,2016,0,0,11,503
240200,2017,0,0,7,485
240200,2018,0,1,9,443
240200,2019,1,0,10,486
240210,2012,0,0,4,69
240210,2013,0,0,2,69
240210,2015,0,0,2,56
240210,2016,0,0,3,65
240210,2017,0,0,3,59
240210,2018,2,0,1,71
240220,2012,0,0,6,154
240220,2013,0,0,10,156
240220,2014,0,1,3,165
240220,2015,0,0,4,202
240220,2016,0,0,7,179
240220,2017,0,0,7,208
240220,2018,0,0,4,227
240220,2019,0,0,5,181
240230,2012,0,0,5,151
240230,2013,0,0,4,141
240230,2014,0,0,7,147
240230,2015,0,1,6,141
240230,2016,0,0,2,182
240230,2017,0,0,1,154
240230,2018,0,0,3,161
240230,2019,0,0,4,167
240240,2013,0,0,2,34
240240,2015,0,1,1,60
240240,2018,0,0,2,61
240240,2019,1,0,2,47
240250,2012,0,0,2,47
240250,2013,0,0,5,60
240250,2014,0,0,3,60
240250,2016,0,0,2,67
240250,2017,0,0,1,19
240250,2019,0,0,3,76
240260,2012,0,1,11,407
240260,2013,0,1,23,428
240260,2014,1,1,10,435
240260,2015,0,1,23,468
240260,2016,1,0,17,528
240260,2017,0,0,15,514
240260,2018,1,0,14,459
240260,2019,1,0,9,481
240270,2012,0,0,3,69
240270,2013,0,0,1,64
240270,2014,0,0,1,49
240270,2015,0,0,2,70
240270,2016,0,0,4,77
240270,2017,0,0,2,64
240270,2018,0,0,2,72
240270,2019,0,0,2,82
240280,2012,0,0,2,28
240280,2014,0,0,1,42
240280,2015,0,0,1,27
240280,2016,0,1,0,31
240280,2019,0,0,1,27
240290,2012,1,0,0,28
240290,2014,0,0,4,37
240290,2015,0,0,2,35
240300,2012,0,0,4,62
240300,2013,0,0,2,57
240300,2014,0,0,1,57
240300,2015,0,0,6,69
240300,2016,0,0,1,75
240300,2017,0,0,1,66
240300,2018,0,0,1,55
240300,2019,0,0,3,74
240310,2012,0,0,7,283
240310,2013,1,0,7,285
240310,2014,0,0,7,270
240310,2015,0,0,7,316
240310,2016,0,0,6,338
240310,2017,0,0,4,277
240310,2018,0,0,7,270
240310,2019,0,0,2,315
240320,2012,0,0,2,35
240320,2013,0,0,2,40
240320,2014,0,0,3,49
240320,2015,0,0,2,59
240320,2019,0,1,1,60
240325,2012,1,1,49,926
240325,2013,0,0,55,966
240325,2014,1,1,33,1013
240325,2015,1,1,50,1134
240325,2016,0,1,51,1170
240325,2017,0,1,32,1225
240325,2018,0,0,47,1115
240325,2019,0,4,34,1158
240330,2012,0,0,1,38
240330,2013,0,0,1,39
240330,2014,0,0,2,44
240330,2015,0,0,3,39
240330,2016,0,1,0,35
240330,2018,0,0,2,43
240340,2012,0,0,2,37
240340,2014,0,0,2,33
240340,2016,0,0,1,51
240340,2018,0,0,1,34
240350,2012,1,0,2,44
240350,2013,1,0,2,59
240350,2014,0,0,3,49
240350,2015,0,0,3,44
240350,2016,0,0,2,51
240350,2017,0,0,5,58
240350,2018,0,0,1,62
240350,2019,0,0,1,51
240360,2012,0,0,5,155
240360,2013,0,2,10,168
240360,2014,0,0,6,158
240360,2015,0,0,13,170
240360,2016,0,0,11,163
240360,2017,0,0,9,243
240360,2018,0,1,15,238
240360,2019,0,0,8,225
240370,2013,0,0,1,32
240370,2014,0,0,1,34
240370,2016,0,0,1,46
240370,2017,0,0,1,47
240370,2018,0,0,1,43
240375,2012,0,0,2,19
240375,2014,0,0,1,14
240375,2015,0,0,1,25
240375,2019,0,0,1,16
240380,2012,0,0,4,66
240380,2014,0,0,1,63
240380,2015,0,0,2,66
240380,2016,0,0,1,77
240380,2017,0,0,1,67
240380,2018,0,0,1,72
240380,2019,0,0,1,69
240390,2013,0,0,1,14
240390,2014,0,0,1,18
240390,2015,1,0,2,23
240390,2017,0,0,1,24
240410,2018,0,0,1,5
240420,2012,0,1,8,108
240420,2013,0,0,9,122
240420,2014,1,0,9,139
240420,2015,0,0,8,143
240420,2016,0,0,10,167
240420,2017,0,0,6,153
240420,2018,0,0,4,141
240420,2019,0,0,8,146
240430,2012,0,0,2,62
240430,2013,0,0,3,86
240430,2014,0,0,1,70
240430,2015,0,0,3,82
240430,2016,0,0,2,79
240430,2017,0,0,1,68
240430,2018,0,0,1,92
240430,2019,0,0,4,98
240440,2012,0,0,1,56
240440,2013,0,0,1,49
240440,2014,0,0,2,53
240440,2015,0,1,0,75
240440,2019,0,0,1,59
240450,2012,0,0,3,73
240450,2013,0,0,3,65
240450,2014,0,0,6,88
240450,2015,0,1,7,94
240450,2016,0,0,7,115
240450,2017,0,0,3,75
240450,2018,1,0,0,82
240450,2019,0,0,5,88
240460,2012,0,0,6,47
240460,2013,0,0,5,62
240460,2014,0,0,4,45
240460,2016,0,0,3,49
240460,2017,0,0,4,65
240460,2018,0,0,2,66
240460,2019,0,0,3,62
240470,2012,0,0,3,59
240470,2013,0,0,3,61
240470,2014,1,0,3,70
240470,2015,0,0,2,63
240470,2016,0,0,3,72
240470,2017,0,0,3,66
240470,2018,0,1,2,79
240470,2019,0,0,3,81
240480,2013,0,0,1,15
240485,2012,0,0,1,29
240485,2013,0,0,1,24
240485,2014,0,1,1,32
240485,2017,1,0,3,48
240485,2018,0,0,2,42
240485,2019,0,0,5,47
240490,2012,0,1,1,43
240490,2013,0,0,1,41
240490,2014,0,0,2,31
240490,2019,0,0,1,37
240500,2012,0,0,3,56
240500,2013,2,0,3,65
240500,2014,0,1,2,61
240500,2015,0,0,1,68
240500,2017,0,0,2,62
240500,2018,0,0,1,79
240500,2019,0,0,1,82
240510,2012,0,0,1,27
240510,2013,0,0,2,44
240510,2014,0,1,1,48
240510,2016,0,0,2,46
240510,2017,0,0,2,42
240520,2013,0,0,1,46
240520,2016,0,0,2,52
240520,2018,0,0,1,37
240530,2012,0,0,2,44
240530,2013,0,0,2,43
240530,2014,0,0,2,47
240530,2015,0,0,2,61
240530,2016,0,0,2,54
240530,2017,0,0,2,53
240530,2018,0,0,1,60
240530,2019,0,0,2,54
240540,2013,0,0,1,31
240540,2014,0,0,2,29
240540,2015,0,0,1,35
240540,2017,0,0,2,31
240550,2012,0,0,1,10
240550,2018,0,0,3,21
240560,2012,0,0,1,76
240560,2013,0,1,3,97
240560,2014,0,0,3,98
240560,2015,0,0,2,94
240560,2016,0,0,1,86
240560,2017,0,0,2,93
240560,2019,0,0,4,85
240570,2012,0,0,1,93
240570,2014,0,0,2,80
240570,2015,0,0,2,109
240570,2017,0,0,1,83
240570,2018,0,0,2,102
240580,2012,0,0,4,189
240580,2013,1,2,9,193
240580,2014,0,0,6,205
240580,2015,1,0,7,206
240580,2016,0,0,5,238
240580,2017,0,0,7,207
240580,2018,0,0,3,205
240580,2019,0,0,7,224
240590,2013,0,0,1,14
240590,2014,0,0,1,20
240590,2018,0,0,1,19
240600,2013,0,0,5,66
240600,2014,0,0,2,50
240600,2015,0,0,1,54
240600,2016,0,0,1,63
240600,2017,0,0,2,45
240600,2018,0,0,4,54
240600,2019,0,0,2,65
240610,2012,0,0,8,124
240610,2013,0,0,3,124
240610,2014,0,0,1,143
240610,2015,0,1,6,148
240610,2016,0,0,1,139
240610,2017,0,0,2,110
240610,2018,0,0,4,151
240610,2019,1,0,1,120
240615,2013,0,0,1,30
240615,2014,0,0,1,21
240615,2016,0,0,1,25
240615,2017,0,0,3,27
