CODMUNRES,ANO,AVG_PM25,MIN_PM25,MAX_PM25,BAIXO_PESO,TOTAL,OBITOS_PERINATAIS,OBITOS_NEONATAIS,OBITOS_INFANTIS,OBITOS_TOTAIS,IDH
251680,2013,7.2853454267664635,0.0,61.29999923706055,13,106,0,0,1,69,0.609
251680,2014,8.028324095320752,0.0,40.5,4,114,0,0,1,76,0.609
251680,2015,7.728792142923503,0.0,43.0,3,100,,,,,0.609
251680,2016,8.527613007232,0.0,55.900001525878906,3,84,0,0,1,80,0.609
251680,2017,7.782746726429775,0.0,41.900001525878906,7,112,0,0,1,61,0.609
251680,2018,11.799999984985796,0.0,197.6999969482422,6,86,,,,,0.609
251680,2019,6.627800829079965,0.0,31.0,12,115,0,1,3,81,0.609
251690,2012,7.839541348993074,0.0,38.900001525878906,9,180,0,0,3,91,0.636
251690,2013,7.650593174513578,0.0,36.5,9,177,0,0,4,116,0.636
251690,2014,8.524584486688438,0.0,37.099998474121094,10,175,0,0,1,108,0.636
251690,2015,8.362008431764172,0.0,41.0,11,174,0,0,1,108,0.636
251690,2016,8.852076001716995,0.0,50.70000076293945,9,165,0,0,2,108,0.636
251690,2017,8.191115708400806,0.0,47.70000076293945,13,171,0,0,2,108,0.636
251690,2018,11.206758599034671,0.0,151.6999969482422,15,186,0,0,2,111,0.636
251690,2019,6.168137936931232,0.0,27.700000762939453,11,157,0,0,2,111,0.636
251700,2012,8.098834022629203,0.0,25.899999618530273,5,118,,,,,0.584
251700,2013,8.293530638581585,0.0,32.20000076293945,6,119,0,0,1,56,0.584
251700,2014,8.709527075709424,0.0,27.299999237060547,4,142,1,0,2,63,0.584
251700,2015,8.617655181787137,0.0,30.600000381469727,7,116,0,0,1,53,0.584
251700,2016,8.816849319407181,0.0,31.399999618530273,4,111,0,0,1,57,0.584
251700,2017,8.781043964386969,0.0,29.0,9,95,0,0,3,60,0.584
251700,2018,10.34383563848391,1.2000000476837158,35.900001525878906,5,136,0,0,4,75,0.584
251700,2019,7.226575364754217,0.10000000149011612,25.700000762939453,5,109,,,,,0.584
251710,2012,11.731651695183869,0.0,57.400001525878906,0,36,,,,,0.707
251710,2013,10.983598609304758,0.0,53.29999923706055,3,35,,,,,0.707
251710,2014,11.553539533698068,0.0,52.29999923706055,3,35,,,,,0.707
251710,2015,11.684567475411718,0.0,51.0,4,34,0,0,2,19,0.707
251710,2016,11.501997239456689,0.0,63.0,3,29,,,,,0.707
251710,2017,11.167793096160066,0.0,51.29999923706055,2,25,,,,,0.707
251710,2018,16.78504802950943,0.0,68.69999694824219,1,34,,,,,0.707
251710,2019,5.504670343300389,0.0,34.900001525878906,1,18,,,,,0.707
251720,2012,8.126059762905712,0.0,44.599998474121094,6,46,0,1,0,31,0.571
251720,2013,7.874528960693324,0.0,38.79999923706055,0,43,,,,,0.571
251720,2014,8.802077561797486,0.0,40.70000076293945,2,48,0,0,1,28,0.571
251720,2015,8.726544954541945,0.0,43.900001525878906,6,56,0,0,1,36,0.571
251720,2016,9.099578065538331,0.0,51.0,5,59,0,0,1,30,0.571
251720,2017,8.433539935539043,0.0,52.20000076293945,2,52,,,,,0.571
251720,2018,11.316368640196783,0.0,145.8000030517578,4,42,,,,,0.571
251720,2019,6.038567496694563,0.0,26.799999237060547,1,49,0,0,1,47,0.571
251740,2012,4.9869444494704815,0.0,21.700000762939453,1,43,,,,,0.623
251740,2013,5.149896337490454,0.0,33.29999923706055,2,40,,,,,0.623
251740,2014,5.360522690432805,0.0,26.0,0,43,,,,,0.623
251740,2015,5.158526323411548,0.0,35.5,4,37,0,0,1,9,0.623
251740,2016,5.435714291927925,0.0,43.599998474121094,2,32,,,,,0.623
251740,2017,5.151695505475503,0.0,25.399999618530273,3,34,,,,,0.623
251740,2018,6.511506849792722,0.0,33.400001525878906,3,34,1,0,1,23,0.623
251740,2019,4.299311301617091,0.0,22.0,5,32,,,,,0.623
260005,2012,8.658316220478763,0.0,31.0,105,1373,0,0,24,623,0.679
260005,2013,8.800753938775916,0.0,39.099998474121094,100,1493,0,0,16,641,0.679
260005,2014,9.087671235106784,0.0,25.600000381469727,101,1491,0,0,24,682,0.679
260005,2015,9.040027513331445,0.0,34.599998474121094,133,1604,0,1,21,716,0.679
260005,2016,9.209357929212434,0.0,30.200000762939453,86,1455,1,0,15,689,0.679
260005,2017,9.168449936161235,0.0,31.799999237060547,93,1500,0,0,11,708,0.679
260005,2018,10.416712340263471,2.4000000953674316,26.799999237060547,95,1458,1,0,16,644,0.679
260005,2019,8.334383562166398,3.200000047683716,23.100000381469727,74,1328,0,2,7,695,0.679
260010,2012,4.897624044647215,0.0,21.700000762939453,39,651,0,0,11,259,0.657
260010,2013,5.007386764671121,0.0,21.399999618530273,44,623,0,0,8,247,0.657
260010,2014,5.2406358035704805,0.0,29.100000381469727,39,645,0,0,8,247,0.657
260010,2015,5.0860678860035105,0.0,39.400001525878906,43,653,0,0,6,283,0.657
260010,2016,5.508309845185615,0.0,41.900001525878906,44,566,1,1,12,302,0.657
260010,2017,5.1431345363740455,0.0,28.899999618530273,35,508,0,1,6,243,0.657
260010,2018,7.128473171485176,0.0,50.599998474121094,31,608,0,0,6,270,0.657
260010,2019,4.660803322027594,0.0,20.100000381469727,39,575,0,0,5,287,0.657
260020,2012,3.7593706334387504,0.0,28.799999237060547,21,286,0,0,3,82,0.588
260020,2013,3.933472510393535,0.0,31.5,19,296,0,0,6,91,0.588
260020,2014,4.231666671329489,0.0,31.100000381469727,21,296,1,0,4,95,0.588
260020,2015,3.7310418090832562,0.0,28.200000762939453,21,266,0,0,2,103,0.588
260020,2016,4.138015933636951,0.0,35.599998474121094,17,279,0,0,4,90,0.588
260020,2017,3.835975188353734,0.0,27.5,15,252,0,0,6,117,0.588
260020,2018,6.310896559172663,0.0,35.29999923706055,19,267,0,0,7,101,0.588
260020,2019,3.6870653737797525,0.0,22.0,19,246,0,0,9,112,0.588
260030,2012,6.61198346351707,0.0,21.5,23,332,0,0,4,195,0.592
260030,2013,6.755172418905743,0.0,18.299999237060547,27,360,0,2,1,204,0.592
260030,2014,7.011934154256871,0.0,28.799999237060547,23,353,0,1,4,210,0.592
260030,2015,6.9080912936246985,0.0,25.899999618530273,28,354,0,0,3,205,0.592
260030,2016,7.313040512126238,0.0,29.399999618530273,17,312,0,0,2,233,0.592
260030,2017,7.18126721936727,0.0,25.899999618530273,18,325,0,0,2,227,0.592
260030,2018,8.324794516794077,0.10000000149011612,29.700000762939453,22,342,0,0,6,217,0.592
260030,2019,5.9539835228799625,0.10000000149011612,23.899999618530273,17,314,0,0,6,200,0.592
260040,2012,6.6387936962619065,0.0,25.200000762939453,35,598,1,0,5,180,0.553
260040,2013,6.699793815658879,0.0,19.100000381469727,29,482,0,0,5,189,0.553
260040,2014,6.909732691545328,0.0,25.299999237060547,29,544,0,0,5,181,0.553
260040,2015,6.973604421674959,0.0,57.900001525878906,32,530,0,1,5,195,0.553
260040,2016,7.31658670961387,0.0,24.200000762939453,23,481,0,0,4,197,0.553
260040,2017,7.254020623401883,0.0,27.399999618530273,28,482,1,0,2,179,0.553
260040,2018,9.60986300951814,0.8999999761581421,29.799999237060547,30,446,0,0,5,164,0.553
260040,2019,7.715068499233625,0.4000000059604645,24.799999237060547,18,417,0,1,3,200,0.553
260050,2012,5.378871314673693,0.0,21.899999618530273,44,812,0,0,17,301,0.526
260050,2013,5.542670335310414,0.0,20.299999237060547,48,773,0,1,16,288,0.526
260050,2014,5.706168620752054,0.0,31.200000762939453,42,745,1,0,9,283,0.526
260050,2015,5.453435119921386,0.0,30.299999237060547,46,760,0,0,11,352,0.526
260050,2016,5.792228339211772,0.0,30.600000381469727,37,651,1,0,10,318,0.526
260050,2017,5.558677682381113,0.0,23.399999618530273,31,707,0,1,14,318,0.526
260050,2018,6.983698639477769,0.0,23.600000381469727,50,759,0,0,11,289,0.526
260050,2019,4.616620872763323,0.10000000149011612,30.200000762939453,52,756,0,0,12,273,0.526
260060,2012,5.420248791415814,0.0,21.899999618530273,11,175,0,0,1,88,0.599
260060,2013,5.548273478300203,0.0,17.700000762939453,8,174,,,,,0.599
260060,2014,5.801374575234566,0.0,25.5,12,162,0,0,2,93,0.599
260060,2015,5.570370367024638,0.0,29.200000762939453,10,177,0,0,4,116,0.599
260060,2016,5.866712603458735,0.0,36.79999923706055,11,191,0,1,3,116,0.599
260060,2017,5.6778008247652245,0.0,26.299999237060547,18,183,0,0,2,112,0.599
260060,2018,6.736712329089642,0.0,25.600000381469727,12,199,,,,,0.599
260060,2019,4.2512362674799755,0.10000000149011612,23.299999237060547,13,188,0,0,5,111,0.599
260070,2012,9.105829909505177,0.0,32.5,40,537,0,0,10,253,0.604
260070,2013,9.130949112165212,0.0,33.599998474121094,38,535,0,1,10,249,0.604
260070,2014,9.72575343162944,0.0,33.79999923706055,48,595,0,0,4,241,0.604
260070,2015,9.726482767359963,0.0,37.20000076293945,30,544,0,0,9,267,0.604
260070,2016,9.859246577108152,0.0,33.099998474121094,32,446,0,0,9,305,0.604
260070,2017,9.84955387863707,0.0,32.70000076293945,26,510,0,0,7,288,0.604
260070,2018,12.002602734957655,3.299999952316284,44.70000076293945,33,520,0,1,5,261,0.604
260070,2019,9.391906749727958,1.7999999523162842,32.0,27,513,0,0,7,267,0.604
260080,2012,6.61198346351707,0.0,21.5,6,228,,,,,0.598
260080,2013,6.755172418905743,0.0,18.299999237060547,13,259,0,0,1,196,0.598
260080,2014,7.011934154256871,0.0,28.799999237060547,17,234,0,0,4,187,0.598
260080,2015,6.9080912936246985,0.0,25.899999618530273,14,248,0,0,2,210,0.598
260080,2016,7.313040512126238,0.0,29.399999618530273,21,230,0,1,6,225,0.598
260080,2017,7.18126721936727,0.0,25.899999618530273,26,274,0,0,6,203,0.598
260080,2018,8.324794516794077,0.10000000149011612,29.700000762939453,14,241,0,0,2,170,0.598
260080,2019,5.9539835228799625,0.10000000149011612,23.899999618530273,16,245,0,0,2,187,0.598
260090,2012,8.33408779215543,0.0,27.799999237060547,21,347,0,0,4,131,0.58
260090,2013,8.553750860638768,0.0,38.0,19,336,0,1,5,119,0.58
260090,2014,8.922618249039319,0.0,29.200000762939453,13,334,0,0,7,138,0.58
260090,2015,8.86264644788102,0.0,30.200000762939453,23,334,0,0,8,125,0.58
260090,2016,9.186506842066573,0.0,29.5,16,310,0,0,4,155,0.58
260090,2017,9.21910653093324,0.0,31.0,18,296,0,0,6,148,0.58
260090,2018,10.57424657295828,1.100000023841858,37.900001525878906,14,286,,,,,0.58
260090,2019,8.21097393634388,0.30000001192092896,33.79999923706055,16,255,0,0,2,144,0.58
260100,2012,6.271418745729549,0.0,21.0,12,156,0,0,2,88,0.572
260100,2013,6.3920110263156165,0.0,17.700000762939453,12,162,0,0,7,94,0.572
260100,2014,6.59952055143371,0.0,24.700000762939453,7,155,0,0,2,81,0.572
260100,2015,6.489149972780993,0.0,27.700000762939453,8,164,0,0,1,84,0.572
260100,2016,6.8854495525032835,0.0,27.799999237060547,10,139,0,0,2,105,0.572
260100,2017,6.769167248357064,0.0,24.5,10,126,0,0,3,79,0.572
260100,2018,7.725753437799134,0.0,24.799999237060547,6,146,0,0,3,90,0.572
260100,2019,5.495048134453195,0.10000000149011612,24.600000381469727,11,143,0,0,2,89,0.572
260105,2012,9.35277207366087,0.0,31.5,20,318,0,0,5,119,0.592
260105,2013,9.420973275140224,0.0,40.79999923706055,34,348,0,0,7,92,0.592
260105,2014,10.009657537324788,0.0,31.0,34,305,0,0,4,91,0.592
260105,2015,9.988644182266691,0.0,35.900001525878906,23,331,0,0,3,108,0.592
260105,2016,10.129411774222445,0.0,33.5,18,287,0,0,3,113,0.592
260105,2017,10.159739386433396,0.0,34.70000076293945,29,302,0,0,4,113,0.592
260105,2018,12.341917797310712,3.200000047683716,43.099998474121094,12,287,0,0,2,119,0.592
260105,2019,9.725890422071496,0.4000000059604645,34.5,23,312,0,0,7,137,0.592
260110,2012,4.985803756440316,0.0,58.099998474121094,117,1669,1,1,35,448,0.602
260110,2013,5.00556716150763,0.0,123.4000015258789,127,1494,0,0,18,435,0.602
260110,2014,5.408211557610672,0.0,50.5,116,1564,0,1,27,433,0.602
260110,2015,4.7501769305878465,0.0,55.5,133,1593,0,0,26,499,0.602
260110,2016,5.321007185595499,0.0,50.79999923706055,124,1469,2,0,18,526,0.602
260110,2017,5.314226796644455,0.0,42.099998474121094,104,1476,1,2,16,478,0.602
260110,2018,7.690909077734084,0.0,91.9000015258789,139,1614,0,1,32,482,0.602
260110,2019,5.224447521952222,0.0,26.799999237060547,117,1604,0,1,24,495,0.602
260120,2012,5.1553472189750105,0.0,21.799999237060547,90,1031,1,1,11,470,0.667
260120,2013,5.276088456620038,0.0,18.299999237060547,102,1122,0,0,21,444,0.667
260120,2014,5.52173315053178,0.0,26.100000381469727,103,1138,0,0,13,392,0.667
260120,2015,5.284982456120483,0.0,32.599998474121094,90,1091,1,0,15,584,0.667
260120,2016,5.606865467185906,0.0,41.20000076293945,78,996,0,0,16,588,0.667
260120,2017,5.337370241972196,0.0,25.0,72,1137,2,0,30,541,0.667
260120,2018,6.543150692167756,0.0,29.0,81,1145,0,0,16,489,0.667
260120,2019,4.173517240224213,0.10000000149011612,22.200000762939453,96,1145,1,0,11,556,0.667
260130,2012,7.84917695538252,0.0,24.600000381469727,8,179,0,0,2,79,0.577
260130,2013,8.057329663631224,0.0,30.799999237060547,12,173,,,,,0.577
260130,2014,8.405757363714569,0.0,27.799999237060547,8,163,0,0,2,89,0.577
260130,2015,8.323501043026814,0.0,28.700000762939453,14,180,1,0,3,97,0.577
260130,2016,8.654315062122395,0.0,28.200000762939453,8,143,0,0,1,87,0.577
260130,2017,8.636288667728811,0.0,28.399999618530273,14,169,0,0,1,91,0.577
260130,2018,9.816164388068735,1.5,34.79999923706055,12,180,0,0,1,71,0.577
260130,2019,7.455692743128791,0.10000000149011612,25.899999618530273,20,192,0,0,4,85,0.577
260140,2012,6.144771018269855,0.0,28.600000381469727,36,750,1,0,16,298,0.586
260140,2013,6.085195337734335,0.0,18.600000381469727,54,850,0,0,15,315,0.586
260140,2014,6.234863013427144,0.0,23.399999618530273,48,827,1,1,11,309,0.586
260140,2015,6.330109745304934,0.0,68.5,51,772,2,1,9,313,0.586
260140,2016,6.5245218675359675,0.0,24.5,53,705,1,1,13,330,0.586
260140,2017,6.55521978811453,0.0,28.299999237060547,60,693,0,0,11,356,0.586
260140,2018,7.944520559212933,0.8999999761581421,29.399999618530273,51,686,0,0,12,330,0.586
260140,2019,6.236986315903598,1.2999999523162842,20.100000381469727,41,653,2,0,8,325,0.586
260150,2012,6.823484849641433,0.0,25.5,8,144,,,,,0.578
260150,2013,6.957379320125128,0.0,19.799999237060547,9,138,0,0,2,75,0.578
260150,2014,7.215843627727572,0.0,34.29999923706055,6,152,0,0,2,67,0.578
260150,2015,7.151798074402914,0.0,29.700000762939453,14,167,0,0,2,83,0.578
260150,2016,7.598009611784839,0.0,33.900001525878906,10,147,0,0,1,80,0.578
260150,2017,7.497314050588398,0.0,26.899999618530273,7,124,0,0,1,66,0.578
260150,2018,9.046849317624144,0.4000000059604645,32.099998474121094,8,152,0,0,3,82,0.578
260150,2019,6.5762035870896405,0.10000000149011612,25.200000762939453,8,147,0,0,1,72,0.578
260160,2012,3.9173184398343195,0.0,23.200000762939453,28,381,0,0,6,86,0.642
260160,2013,4.119316586354329,0.0,25.100000381469727,16,324,0,0,4,118,0.642
260160,2014,4.3308914947660115,0.0,22.100000381469727,26,351,0,0,12,118,0.642
260160,2015,3.8786270369611473,0.0,34.599998474121094,14,301,0,0,4,122,0.642
260160,2016,4.338581564435933,0.0,40.20000076293945,21,330,0,0,1,105,0.642
260160,2017,4.025984798046376,0.0,20.899999618530273,16,307,0,0,5,135,0.642
260160,2018,6.420082534165052,0.0,30.899999618530273,16,312,0,2,3,129,0.642
260160,2019,3.566019415421393,0.0,22.899999618530273,12,297,0,0,3,116,0.642
260170,2012,5.9215713270383405,0.0,21.5,63,1208,0,1,15,593,0.629
260170,2013,6.0651724200053465,0.0,20.100000381469727,89,1157,0,3,12,629,0.629
260170,2014,6.296021948999052,0.0,25.899999618530273,95,1172,0,0,11,578,0.629
260170,2015,6.107474049729872,0.0,25.600000381469727,85,1037,0,0,21,693,0.629
260170,2016,6.446945777511916,0.0,36.0,67,1023,0,1,20,739,0.629
260170,2017,6.259573009968338,0.0,25.700000762939453,82,1135,0,0,12,632,0.629
260170,2018,7.27328767774448,0.0,25.799999237060547,75,1230,0,2,17,608,0.629
260170,2019,4.818569469556438,0.10000000149011612,23.799999237060547,84,1203,0,0,12,659,0.629
260180,2012,4.488346127487735,0.0,24.200000762939453,10,220,0,0,6,71,0.559
260180,2013,4.66234397238712,0.0,21.700000762939453,15,178,0,0,6,70,0.559
260180,2014,4.843685298880435,0.0,30.0,12,184,0,1,1,61,0.559
260180,2015,4.604181431830563,0.0,41.0,13,177,1,0,4,83,0.559
260180,2016,5.067794221794,0.0,42.0,13,149,0,0,3,87,0.559
260180,2017,4.739335183456664,0.0,24.799999237060547,8,185,0,0,4,77,0.559
260180,2018,6.6313617565916365,0.0,46.29999923706055,11,184,0,0,3,76,0.559
260180,2019,4.0076071916671046,0.0,23.200000762939453,6,148,0,0,3,83,0.559
260190,2012,7.417626888351962,0.0,22.299999237060547,42,719,0,0,7,568,0.606
260190,2013,7.63592567247661,0.0,24.799999237060547,52,743,0,0,9,517,0.606
260190,2014,7.981973950103222,0.0,26.100000381469727,51,750,0,0,11,567,0.606
260190,2015,7.854858730191161,0.0,27.399999618530273,48,775,0,0,11,580,0.606
260190,2016,8.143424661309547,0.0,30.0,34,665,0,0,11,635,0.606
260190,2017,8.075120288973412,0.0,27.5,44,745,0,0,6,567,0.606
260190,2018,9.36260274877287,0.8999999761581421,35.20000076293945,45,767,0,0,9,547,0.606
260190,2019,6.848422508824755,0.10000000149011612,27.5,41,757,0,1,5,605,0.606
260200,2012,4.892703267504268,0.0,48.79999923706055,41,558,0,0,11,185,0.565
260200,2013,5.048119778804543,0.0,126.0,36,519,0,0,7,169,0.565
260200,2014,5.361191966078468,0.0,54.099998474121094,43,487,0,0,8,185,0.565
260200,2015,4.821448869437021,0.0,36.79999923706055,30,536,0,0,12,205,0.565
260200,2016,5.353428570739925,0.0,52.29999923706055,36,541,0,0,8,206,0.565
260200,2017,5.233516483091759,0.0,38.099998474121094,34,474,0,0,9,197,0.565
260200,2018,7.860385147944359,0.0,60.29999923706055,40,566,0,1,11,210,0.565
260200,2019,4.760137940902134,0.0,26.200000762939453,40,516,0,0,10,191,0.565
260210,2012,5.999724522864153,0.0,23.600000381469727,38,632,0,0,10,333,0.563
260210,2013,6.153236922138363,0.0,19.100000381469727,50,662,0,1,9,319,0.563
260210,2014,6.2723098091418565,0.0,26.899999618530273,52,650,0,0,7,335,0.563
260210,2015,6.166134639891959,0.0,30.0,47,644,0,2,4,321,0.563
260210,2016,6.459766177985781,0.0,33.20000076293945,34,560,0,0,4,355,0.563
260210,2017,6.263292009883224,0.0,23.899999618530273,47,547,0,1,11,338,0.563
260210,2018,7.121506848972138,0.0,21.399999618530273,35,492,0,2,9,364,0.563
260210,2019,5.077472527224857,0.10000000149011612,27.399999618530273,33,405,0,0,6,335,0.563
260220,2012,8.098834022629203,0.0,25.899999618530273,27,473,0,0,4,289,0.602
260220,2013,8.293530638581585,0.0,32.20000076293945,23,468,0,0,2,265,0.602
260220,2014,8.709527075709424,0.0,27.299999237060547,27,475,0,0,3,282,0.602
260220,2015,8.617655181787137,0.0,30.600000381469727,34,488,0,0,8,285,0.602
260220,2016,8.816849319407181,0.0,31.399999618530273,27,387,0,0,10,303,0.602
260220,2017,8.781043964386969,0.0,29.0,23,479,0,0,1,314,0.602
260220,2018,10.34383563848391,1.2000000476837158,35.900001525878906,25,440,0,1,7,301,0.602
260220,2019,7.226575364754217,0.10000000149011612,25.700000762939453,30,446,0,1,5,308,0.602
260230,2012,7.3074074045886555,0.0,23.399999618530273,37,576,0,1,12,273,0.561
260230,2013,7.48568479018382,0.0,22.399999618530273,26,598,1,0,9,262,0.561
260230,2014,7.794379720327746,0.0,31.0,28,597,1,0,11,263,0.561
260230,2015,7.711784975902324,0.0,27.799999237060547,30,587,0,0,9,264,0.561
260230,2016,8.103424671669938,0.0,28.5,28,594,0,1,4,310,0.561
260230,2017,8.045704486044412,0.0,26.899999618530273,35,618,0,0,4,316,0.561
260230,2018,9.221369866149066,1.2999999523162842,31.899999618530273,33,600,0,0,6,307,0.561
260230,2019,6.860356648282668,0.10000000149011612,23.399999618530273,41,585,0,1,3,311,0.561
260240,2012,5.839738293009561,0.0,22.200000762939453,19,186,0,0,2,79,0.547
260240,2013,5.979476587533869,0.0,18.100000381469727,17,176,0,2,1,97,0.547
260240,2014,6.150171354285367,0.0,26.200000762939453,14,179,,,,,0.547
260240,2015,6.002290083339734,0.0,28.0,18,199,0,0,3,59,0.547
260240,2016,6.3039890057990196,0.0,29.399999618530273,9,153,0,0,3,82,0.547
260240,2017,6.138567505691704,0.0,25.200000762939453,9,172,,,,,0.547
260240,2018,6.91178082252202,0.0,20.700000762939453,11,156,0,0,2,66,0.547
260240,2019,4.9484181532628595,0.10000000149011612,25.700000762939453,7,168,0,0,2,72,0.547
260250,2012,5.293806538550947,0.0,36.400001525878906,8,119,0,0,1,50,0.574
260250,2013,5.283944637387681,0.0,26.299999237060547,5,123,0,0,1,62,0.574
260250,2014,5.630944173446735,0.0,28.100000381469727,6,107,,,,,0.574
260250,2015,5.523401264255724,0.0,36.099998474121094,5,90,,,,,0.574
260250,2016,5.87594405837826,0.0,40.099998474121094,7,82,,,,,0.574
260250,2017,5.531137313921103,0.0,30.700000762939453,3,83,0,0,1,63,0.574
260250,2018,7.77942386810222,0.0,36.0,13,108,,,,,0.574
260250,2019,4.8433103437875875,0.0,19.100000381469727,5,110,0,0,1,46,0.574
260260,2012,5.971418728769729,0.0,24.100000381469727,41,774,0,0,9,331,0.562
260260,2013,6.146758631246871,0.0,20.799999237060547,57,728,0,0,9,304,0.562
260260,2014,6.393347055333141,0.0,26.799999237060547,35,692,0,0,15,283,0.562
260260,2015,6.173720611694732,0.0,25.799999237060547,52,656,0,1,13,347,0.562
260260,2016,6.457995881599437,0.0,41.20000076293945,45,591,0,1,7,373,0.562
260260,2017,6.235055092829934,0.0,27.799999237060547,55,661,0,0,11,287,0.562
260260,2018,7.293972599730917,0.0,27.700000762939453,38,726,0,0,8,308,0.562
260260,2019,4.628806582367142,0.10000000149011612,24.200000762939453,52,746,0,1,10,301,0.562
260270,2012,8.92661179671644,0.0,29.600000381469727,6,176,0,0,2,71,0.593
260270,2013,9.0885832101988,0.0,40.900001525878906,13,184,0,0,2,78,0.593
260270,2014,9.576506860278649,0.0,29.700000762939453,13,180,0,0,3,89,0.593
260270,2015,9.537172416638711,0.0,33.599998474121094,15,211,0,0,5,84,0.593
260270,2016,9.708630138819348,0.0,31.899999618530273,11,170,0,0,2,103,0.593
260270,2017,9.726904592308674,0.0,32.5,9,172,0,1,3,97,0.593
260270,2018,11.463150668797427,2.799999952316284,39.099998474121094,14,192,,,,,0.593
260270,2019,8.613991772359945,1.2000000476837158,31.0,17,185,0,0,1,102,0.593
260280,2012,5.032291669238152,0.0,21.700000762939453,64,939,0,0,15,274,0.527
260280,2013,5.126537669298149,0.0,17.100000381469727,43,828,0,0,8,299,0.527
260280,2014,5.39683631674849,0.0,28.399999618530273,65,869,2,0,15,294,0.527
260280,2015,5.122526317453175,0.0,33.20000076293945,60,884,0,1,10,300,0.527
260280,2016,5.492371709637561,0.0,38.5,50,815,0,0,15,315,0.527
260280,2017,5.245190312860334,0.0,26.0,53,842,0,0,17,343,0.527
260280,2018,6.504520545062953,0.0,28.0,52,878,0,1,17,334,0.527
260280,2019,4.024071535297979,0.10000000149011612,22.600000381469727,53,828,0,0,11,338,0.527
260290,2012,8.988858512484978,0.0,30.200000762939453,263,3597,1,0,39,1236,0.686
260290,2013,9.119520547623708,0.0,47.0,241,3363,2,1,44,1206,0.686
260290,2014,9.520616448201137,0.0,31.0,260,3096,0,2,45,1255,0.686
260290,2015,9.428875166927918,0.0,34.79999923706055,241,3248,0,0,42,1233,0.686
260290,2016,9.624931700548025,0.0,30.100000381469727,207,2961,1,1,34,1371,0.686
260290,2017,9.731914896234185,0.0,34.5,220,3028,1,1,24,1332,0.686
260290,2018,11.347671229545384,1.7999999523162842,32.099998474121094,200,3066,2,1,30,1342,0.686
260290,2019,9.554794546022807,2.200000047683716,68.0999984741211,194,2904,0,0,21,1307,0.686
260300,2012,3.9812412867413487,0.0,22.899999618530273,19,539,0,0,6,161,0.623
260300,2013,4.198255406119403,0.0,25.299999237060547,34,511,1,0,9,161,0.623
260300,2014,4.396751903682309,0.0,25.100000381469727,44,561,0,0,12,146,0.623
260300,2015,4.024008499516475,0.0,35.400001525878906,51,574,0,0,10,182,0.623
260300,2016,4.449008501554304,0.0,46.20000076293945,30,502,0,0,9,193,0.623
260300,2017,4.100069106119455,0.0,21.0,35,526,0,4,7,190,0.623
260300,2018,6.662500007456721,0.0,33.5,32,536,0,0,7,183,0.623
260300,2019,3.863850412369187,0.0,23.0,40,500,0,0,2,166,0.623
260310,2012,6.135630601895094,0.0,21.0,14,237,0,0,2,137,0.579
260310,2013,6.266482760484877,0.0,19.200000762939453,23,269,,,,,0.579
260310,2014,6.502469136835739,0.0,25.399999618530273,11,226,0,0,5,181,0.579
260310,2015,6.352110721758699,0.0,26.100000381469727,17,286,0,0,1,162,0.579
260310,2016,6.731983532143441,0.0,32.099998474121094,16,221,0,0,5,188,0.579
260310,2017,6.575413231827708,0.0,25.100000381469727,17,264,0,0,4,183,0.579
260310,2018,7.466438361032776,0.0,25.5,14,289,0,1,2,155,0.579
260310,2019,5.170661162451608,0.10000000149011612,23.899999618530273,22,307,0,0,3,172,0.579
260320,2012,5.566827925077866,0.0,21.799999237060547,33,448,0,0,8,170,0.522
260320,2013,5.677417127292047,0.0,17.899999618530273,38,388,0,0,3,166,0.522
260320,2014,5.941168382681932,0.0,25.0,27,402,0,0,2,176,0.522
260320,2015,5.73885395518972,0.0,27.600000381469727,31,438,0,1,4,160,0.522
260320,2016,6.027272738762631,0.0,29.399999618530273,31,375,0,1,9,179,0.522
260320,2017,5.928699864468758,0.0,28.5,32,437,0,0,6,193,0.522
260320,2018,6.802465762994061,0.0,25.700000762939453,23,410,0,0,5,164,0.522
260320,2019,4.624005486925525,0.0,23.799999237060547,31,429,1,0,2,161,0.522
260330,2012,5.933907657153108,0.0,21.200000762939453,12,152,0,0,3,64,0.566
260330,2013,6.050275865613386,0.0,17.799999237060547,10,137,0,0,2,65,0.566
260330,2014,6.304115226980304,0.0,24.5,6,141,0,0,1,54,0.566
260330,2015,6.121591694054925,0.0,27.700000762939453,9,123,,,,,0.566
260330,2016,6.4846259372573485,0.0,28.399999618530273,10,145,0,0,4,77,0.566
260330,2017,6.389325065563943,0.0,27.0,7,134,,,,,0.566
260330,2018,7.2031506794976865,0.0,21.700000762939453,3,126,,,,,0.566
260330,2019,5.134938099074397,0.0,24.100000381469727,8,127,,,,,0.566
260340,2012,4.5790826984842345,0.0,25.5,11,120,1,0,2,47,0.571
260340,2013,4.751921733027776,0.0,22.399999618530273,7,104,0,0,2,66,0.571
260340,2014,4.952770077466057,0.0,28.100000381469727,1,81,,,,,0.571
260340,2015,4.733995738315659,0.0,42.29999923706055,8,95,0,2,0,63,0.571
260340,2016,5.277596013072036,0.0,43.20000076293945,5,89,0,1,2,49,0.571
260340,2017,4.903250345066293,0.0,26.899999618530273,13,105,0,0,2,52,0.571
260340,2018,7.174140308241896,0.0,45.0,1,71,,,,,0.571
