CODMUNRES,ANO,AVG_PM25,MIN_PM25,MAX_PM25,BAIXO_PESO,TOTAL,OBITOS_PERINATAIS,OBITOS_NEONATAIS,OBITOS_INFANTIS,OBITOS_TOTAIS,IDH
350220,2015,11.141946541979102,0.0,44.70000076293945,19,331,0,0,3,168,0.719
350220,2016,10.554022191931983,0.0,68.0,19,341,0,0,3,161,0.719
350220,2017,11.17601653862665,0.0,70.4000015258789,22,310,0,0,2,164,0.719
350220,2018,10.905906595514862,0.0,51.20000076293945,20,329,0,0,5,167,0.719
350220,2019,9.130715294397563,0.0,52.29999923706055,15,305,0,0,6,155,0.719
350230,2012,15.615537299752276,0.0,718.5,6,89,,,,,0.721
350230,2013,14.172739718298185,0.0,110.5999984741211,4,77,0,0,1,46,0.721
350230,2014,14.503906800102051,0.0,114.80000305175781,5,86,,,,,0.721
350230,2015,15.75363013986243,0.0,58.70000076293945,1,68,0,0,1,31,0.721
350230,2016,14.737276471561996,0.0,75.5999984741211,5,80,,,,,0.721
350230,2017,15.195123625719654,0.0,93.80000305175781,7,76,,,,,0.721
350230,2018,18.366208787147816,0.0,132.0,9,90,,,,,0.721
350230,2019,17.03839780178271,0.0,97.5999984741211,7,82,0,0,1,49,0.721
350240,2012,7.748501737249645,0.0,89.9000015258789,2,56,,,,,0.741
350240,2013,7.847964112993312,0.0,60.099998474121094,5,50,,,,,0.741
350240,2014,8.53340234028997,0.0,60.400001525878906,2,34,0,0,1,35,0.741
350240,2015,9.701715844144498,0.0,68.19999694824219,7,48,,,,,0.741
350240,2016,9.26598302619545,0.0,67.0,6,60,0,0,2,34,0.741
350240,2017,8.416573815789686,0.0,40.400001525878906,5,55,,,,,0.741
350240,2018,12.05387812294582,0.0,156.1999969482422,3,54,0,1,0,30,0.741
350240,2019,12.095391077775112,0.10000000149011612,147.8000030517578,5,51,,,,,0.741
350250,2012,11.339767285976444,0.0,101.4000015258789,33,462,0,0,8,275,0.755
350250,2013,10.633814449562239,0.0,74.0,39,498,1,0,17,292,0.755
350250,2014,12.634112780429474,0.0,313.1000061035156,46,508,0,0,5,249,0.755
350250,2015,11.951165989429699,0.0,63.79999923706055,48,467,0,0,7,288,0.755
350250,2016,12.402470848293605,0.0,65.0999984741211,28,496,0,0,7,296,0.755
350250,2017,11.696691943916635,0.0,67.30000305175781,35,463,0,1,2,251,0.755
350250,2018,13.68225583688265,0.0,61.5,31,406,0,1,1,278,0.755
350250,2019,11.369273753045908,0.0,62.70000076293945,26,410,1,0,3,320,0.755
350260,2012,7.138343768053032,0.0,134.6999969482422,3,36,,,,,0.721
350260,2013,6.846879326049936,0.0,66.30000305175781,5,46,0,0,1,37,0.721
350260,2014,7.211226621174143,0.0,38.20000076293945,2,38,,,,,0.721
350260,2015,8.868547831046032,0.0,77.9000015258789,1,49,,,,,0.721
350260,2016,7.969746122323239,0.0,73.0,3,47,,,,,0.721
350260,2017,7.979262355323582,0.0,104.4000015258789,2,43,,,,,0.721
350260,2018,11.235862069602671,0.0,156.3000030517578,1,46,,,,,0.721
350260,2019,10.57385258918553,0.10000000149011612,66.0999984741211,3,40,,,,,0.721
350270,2012,7.458646634925903,0.0,86.30000305175781,22,371,0,0,4,169,0.71
350270,2013,7.391890039814706,0.0,104.0,19,350,0,0,4,186,0.71
350270,2014,8.103840873529432,0.0,73.80000305175781,29,381,0,0,2,156,0.71
350270,2015,8.214089348953204,0.0,41.5,28,390,0,0,1,169,0.71
350270,2016,8.449098483229188,0.0,58.0,24,332,0,0,12,213,0.71
350270,2017,8.764074330268773,0.0,54.70000076293945,25,353,0,0,6,197,0.71
350270,2018,8.434478050548133,0.0,43.400001525878906,23,342,0,0,4,191,0.71
350270,2019,7.3676923041577105,0.0,39.70000076293945,20,326,0,0,2,190,0.71
350275,2012,47.70081967766819,1.7999999523162842,232.60000610351562,19,280,0,0,3,96,0.704
350275,2013,46.40773972125903,2.5999999046325684,766.5,22,293,0,0,5,95,0.704
350275,2014,46.24047948187345,0.0,405.1000061035156,23,321,0,0,6,82,0.704
350275,2015,47.3182191068179,2.700000047683716,204.0,20,299,0,0,5,103,0.704
350275,2016,43.789685804417225,1.399999976158142,234.60000610351562,24,296,0,0,4,131,0.704
350275,2017,45.600684931083286,0.10000000149011612,265.79998779296875,22,329,0,0,4,117,0.704
350275,2018,38.63090658861284,0.0,246.0,23,358,0,0,5,110,0.704
350275,2019,28.497936705365632,0.0,160.3000030517578,37,379,0,0,5,103,0.704
350280,2012,8.795290865783175,0.0,86.19999694824219,160,2249,1,0,24,1383,0.788
350280,2013,8.521008989366278,0.0,59.400001525878906,159,2245,0,0,17,1384,0.788
350280,2014,8.86009681933298,0.0,59.0,202,2427,0,0,19,1522,0.788
350280,2015,10.242463883127908,0.0,71.80000305175781,204,2420,0,0,30,1511,0.788
350280,2016,9.49147449087047,0.0,76.5999984741211,186,2183,1,0,28,1575,0.788
350280,2017,9.179526473143888,0.0,107.5,200,2385,1,0,26,1502,0.788
350280,2018,13.256413815062622,0.0,386.1000061035156,214,2357,0,1,38,1652,0.788
350280,2019,12.936514523514079,0.0,86.69999694824219,224,2331,0,2,26,1631,0.788
350290,2012,20.398838800866706,0.0,165.3000030517578,28,366,0,0,5,213,0.776
350290,2013,20.213424663597795,0.0,240.89999389648438,24,394,0,0,1,205,0.776
350290,2014,21.21843725481697,0.0,409.79998779296875,33,359,0,0,8,192,0.776
350290,2015,21.501917794841813,0.0,130.6999969482422,27,445,0,0,5,226,0.776
350290,2016,20.77909213419814,0.0,117.4000015258789,33,433,0,1,3,232,0.776
350290,2017,21.902264904310094,0.0,114.69999694824219,31,402,0,0,3,227,0.776
350290,2018,20.987499998984756,0.0,128.60000610351562,23,350,0,0,3,243,0.776
350290,2019,16.724965519884538,0.0,79.80000305175781,22,361,0,0,7,260,0.776
350300,2012,10.241815675454832,0.0,353.79998779296875,5,45,,,,,0.74
350300,2013,8.499101598044883,0.0,55.099998474121094,3,55,,,,,0.74
350300,2014,15.505313991687888,0.0,831.2000122070312,9,76,0,0,1,32,0.74
350300,2015,10.815749650813403,0.0,158.3000030517578,6,67,0,0,1,39,0.74
350300,2016,10.96875862367708,0.0,264.0,3,58,,,,,0.74
350300,2017,11.438535923467569,0.0,410.8999938964844,10,77,,,,,0.74
350300,2018,15.718732790482685,0.0,357.3999938964844,3,70,0,0,1,50,0.74
350300,2019,14.827385872087207,0.10000000149011612,232.89999389648438,6,62,0,0,1,50,0.74
350310,2012,8.491340208033106,0.0,145.89999389648438,6,73,0,0,1,30,0.685
350310,2013,8.227865484003017,0.0,83.30000305175781,3,72,,,,,0.685
350310,2014,8.777350731582656,0.0,55.5,6,71,1,0,2,42,0.685
350310,2015,9.656035672346915,0.0,50.400001525878906,7,74,0,0,1,47,0.685
350310,2016,9.237508755857666,0.0,149.60000610351562,6,68,,,,,0.685
350310,2017,9.455601669136914,0.0,73.4000015258789,6,97,0,0,3,42,0.685
350310,2018,10.054945050452192,0.0,48.79999923706055,9,78,0,0,1,48,0.685
350310,2019,9.518398869772222,0.0,81.0999984741211,3,86,0,0,2,53,0.685
350315,2012,12.643472328746434,0.0,116.9000015258789,1,24,,,,,0.68
350315,2013,12.166506540201548,0.0,63.5,0,17,,,,,0.68
350315,2014,14.528689086764498,0.0,195.6999969482422,0,18,,,,,0.68
350315,2015,13.762808207856262,0.0,58.70000076293945,0,14,0,0,1,20,0.68
350315,2016,14.968331053796977,0.0,153.89999389648438,2,16,,,,,0.68
350315,2017,14.360247590421524,0.0,149.6999969482422,0,14,0,0,1,11,0.68
350315,2018,13.143663912211075,0.0,77.5,0,15,0,0,1,12,0.68
350315,2019,11.314971743982895,0.0,40.0,1,12,,,,,0.68
350320,2012,16.259162665323682,0.0,314.1000061035156,208,2640,0,1,28,1592,0.815
350320,2013,14.75504460268096,0.0,95.0,190,2627,1,1,35,1602,0.815
350320,2014,18.21181317904432,0.0,397.29998779296875,234,2860,0,0,30,1602,0.815
350320,2015,14.855890408826813,0.0,120.19999694824219,225,2875,1,1,32,1692,0.815
350320,2016,14.184163203522212,0.0,130.10000610351562,198,2682,0,2,22,1741,0.815
350320,2017,15.268599048796771,0.0,528.9000244140625,205,2703,1,0,28,1660,0.815
350320,2018,18.32617081739727,0.0,364.20001220703125,220,2745,0,0,34,1678,0.815
350320,2019,19.87676348561939,0.0,100.5,198,2536,1,0,16,1750,0.815
350330,2012,20.21190964238824,0.0,138.89999389648438,97,1526,0,0,14,855,0.781
350330,2013,20.609589038988293,0.0,152.5,121,1485,0,0,7,850,0.781
350330,2014,19.36963672769997,0.0,156.39999389648438,114,1605,0,1,13,881,0.781
350330,2015,20.65890411182932,0.10000000149011612,101.4000015258789,130,1563,0,2,13,933,0.781
350330,2016,20.457093908586184,0.0,264.70001220703125,103,1476,1,0,17,863,0.781
350330,2017,20.16506520512481,0.0,154.5,104,1453,0,0,18,932,0.781
350330,2018,24.893131882945013,0.0,250.10000610351562,112,1546,0,1,19,918,0.781
350330,2019,25.23645115679609,0.0,259.70001220703125,113,1510,0,1,16,946,0.781
350335,2012,8.262171517851483,0.0,87.9000015258789,1,30,,,,,0.722
350335,2013,8.371290554140172,0.0,126.4000015258789,0,19,,,,,0.722
350335,2014,8.521423618146363,0.0,49.599998474121094,3,25,,,,,0.722
350335,2015,10.173264613512046,0.0,106.30000305175781,2,30,0,0,1,16,0.722
350335,2016,9.603986016874547,0.0,108.9000015258789,0,21,,,,,0.722
350335,2017,8.863326380987216,0.0,52.900001525878906,0,16,,,,,0.722
350335,2018,12.21892263678556,0.0,255.1999969482422,0,17,0,0,1,18,0.722
350335,2019,11.483542536467189,0.0,88.9000015258789,0,19,,,,,0.722
350340,2012,12.854163819748372,0.0,124.9000015258789,4,68,,,,,0.744
350340,2013,12.405013733476933,0.0,158.39999389648438,5,67,,,,,0.744
350340,2014,15.044505483522029,0.0,807.0999755859375,8,82,,,,,0.744
350340,2015,13.0406721483032,0.0,79.0999984741211,3,77,0,0,4,75,0.744
350340,2016,12.43328719391233,0.0,134.89999389648438,7,91,0,0,2,79,0.744
350340,2017,12.509606071058519,0.0,136.6999969482422,3,65,,,,,0.744
350340,2018,15.483768915693485,0.0,550.5,3,64,0,0,1,78,0.744
350340,2019,16.41974964805248,0.0,104.19999694824219,6,77,,,,,0.744
350350,2012,9.372920968662628,0.0,116.5999984741211,0,49,,,,,0.697
350350,2013,9.01649414059456,0.0,63.79999923706055,5,40,,,,,0.697
350350,2014,11.129298488736316,0.0,219.0,1,31,,,,,0.697
350350,2015,10.249588476644703,0.0,40.20000076293945,2,49,,,,,0.697
350350,2016,11.233744861867242,0.0,145.0,5,39,0,0,1,50,0.697
350350,2017,10.90848860796091,0.0,136.1999969482422,4,45,0,0,1,43,0.697
350350,2018,11.991735528395113,0.0,187.89999389648438,5,46,,,,,0.697
350350,2019,9.934653459957246,0.0,45.400001525878906,2,39,,,,,0.697
350360,2012,12.718424645918486,0.0,427.29998779296875,13,112,0,0,1,55,0.695
350360,2013,11.75229610323477,0.0,66.4000015258789,8,135,0,0,2,56,0.695
350360,2014,12.714197536830794,0.0,284.1000061035156,13,149,0,0,1,54,0.695
350360,2015,13.151986314927878,0.0,56.79999923706055,9,148,0,0,4,69,0.695
350360,2016,12.388781173536529,0.0,94.0,7,127,,,,,0.695
350360,2017,12.640689663398883,0.0,69.0,19,129,0,0,3,63,0.695
350360,2018,13.923763726346685,0.0,88.80000305175781,13,136,0,0,3,65,0.695
350360,2019,15.918975032081729,0.0,102.19999694824219,9,118,0,0,1,82,0.695
350370,2012,13.64446734713832,0.0,174.89999389648438,13,104,,,,,0.733
350370,2013,12.023763753161612,0.0,56.0,13,120,0,0,2,76,0.733
350370,2014,16.251581834529258,0.0,335.29998779296875,9,96,0,0,1,63,0.733
350370,2015,13.1628257790261,0.0,78.5999984741211,11,101,0,0,4,78,0.733
350370,2016,12.6629322199035,0.0,185.3000030517578,3,80,0,0,2,80,0.733
350370,2017,13.48223910991002,0.0,297.5,4,68,,,,,0.733
350370,2018,17.063498586375193,0.0,278.8999938964844,5,88,,,,,0.733
350370,2019,19.458668467613265,0.0,276.5,6,82,,,,,0.733
350380,2012,23.793018469223618,0.0,118.0,53,627,0,0,4,230,0.749
350380,2013,24.110821926129397,0.0,199.89999389648438,48,581,0,0,6,232,0.749
350380,2014,23.191912269928302,0.0,177.6999969482422,45,566,0,0,4,248,0.749
350380,2015,24.931506848605732,0.10000000149011612,105.9000015258789,44,611,0,0,11,266,0.749
350380,2016,24.37321914872282,0.0,153.1999969482422,49,650,0,0,2,268,0.749
350380,2017,24.521688372714927,0.0,274.5,68,661,0,0,5,294,0.749
350380,2018,28.411538465173688,0.0,254.0,43,648,0,0,5,294,0.749
350380,2019,25.50110040906371,0.0,116.19999694824219,55,588,0,0,6,315,0.749
350390,2012,47.77069678169782,2.200000047683716,210.5,82,1322,0,0,18,438,0.784
350390,2013,46.010342380445294,2.9000000953674316,723.7999877929688,93,1285,0,2,17,429,0.784
350390,2014,45.50602741208795,0.0,224.1999969482422,94,1323,0,1,16,455,0.784
350390,2015,47.217054816631425,3.799999952316284,201.1999969482422,96,1451,0,0,10,487,0.784
350390,2016,43.83456285143159,1.5,224.10000610351562,86,1412,0,0,21,527,0.784
350390,2017,44.36869855733869,0.10000000149011612,251.10000610351562,101,1386,0,0,23,519,0.784
350390,2018,40.61524730812308,0.0,327.5,99,1375,0,1,18,527,0.784
350390,2019,34.60068678850779,0.10000000149011612,200.6999969482422,89,1356,0,1,11,512,0.784
350395,2012,7.435118227191943,0.0,363.29998779296875,0,15,,,,,0.735
350395,2013,6.4988210775195805,0.0,40.599998474121094,1,14,,,,,0.735
350395,2014,7.034812754074347,0.0,42.29999923706055,1,23,,,,,0.735
350395,2015,8.636132139263896,0.0,87.30000305175781,2,22,,,,,0.735
350395,2016,7.486469347872643,0.0,67.69999694824219,3,26,,,,,0.735
350395,2017,7.5774148754086905,0.0,91.5999984741211,3,21,,,,,0.735
350395,2018,11.010497264749272,0.0,68.80000305175781,0,20,,,,,0.735
350395,2019,10.466713102923546,0.10000000149011612,63.900001525878906,1,21,,,,,0.735
350400,2012,8.972633036137987,0.0,153.3000030517578,103,1195,0,0,15,734,0.805
350400,2013,8.928217490531212,0.0,87.9000015258789,99,1235,0,0,11,787,0.805
350400,2014,9.438366513952419,0.0,215.8000030517578,95,1311,1,0,13,834,0.805
350400,2015,10.6048730302937,0.0,174.10000610351562,88,1295,0,0,12,745,0.805
350400,2016,10.004274713362358,0.0,104.9000015258789,83,1195,0,0,9,777,0.805
350400,2017,9.380569043164035,0.0,92.5999984741211,90,1276,1,0,9,810,0.805
350400,2018,10.919034477718945,0.0,110.0,94,1209,2,0,17,826,0.805
350400,2019,13.101815661488299,0.0,89.0,73,1174,0,0,7,807,0.805
350410,2012,41.45539614541934,1.5,172.5,138,1972,0,1,17,976,0.765
350410,2013,40.38993154519225,2.200000047683716,588.5,137,1983,0,0,13,907,0.765
350410,2014,39.79513694350034,0.0,208.0,133,1933,0,0,29,1028,0.765
350410,2015,41.65232875232827,3.0999999046325684,172.39999389648438,159,2036,0,1,32,1009,0.765
350410,2016,38.83900270574406,1.2000000476837158,186.6999969482422,140,2005,0,0,18,1014,0.765
350410,2017,39.722123279131644,0.10000000149011612,219.8000030517578,146,2030,0,0,23,1093,0.765
350410,2018,33.020741715208516,0.0,222.39999389648438,132,2059,0,0,10,1090,0.765
350410,2019,26.070013746557734,0.0,130.8000030517578,157,2028,1,0,22,1135,0.765
350420,2012,8.227089130872223,0.0,138.60000610351562,7,169,,,,,0.773
350420,2013,7.614147021818839,0.0,48.400001525878906,10,141,,,,,0.773
350420,2014,8.13007623492143,0.0,61.400001525878906,13,178,0,0,2,129,0.773
350420,2015,9.534893335645066,0.0,67.9000015258789,9,174,0,0,2,120,0.773
350420,2016,8.81827804636034,0.0,108.69999694824219,6,141,,,,,0.773
350420,2017,8.699652295974142,0.0,183.8000030517578,11,169,0,0,1,123,0.773
350420,2018,12.18508287032459,0.0,91.69999694824219,9,137,0,0,1,124,0.773
350420,2019,11.839502790860461,0.10000000149011612,75.80000305175781,12,150,,,,,0.773
350430,2012,10.728758622222934,0.0,67.0,7,73,,,,,0.714
350430,2013,10.540288273881744,0.0,86.0999984741211,1,79,,,,,0.714
350430,2014,12.118805779181242,0.0,483.0,9,69,0,0,1,36,0.714
350430,2015,11.947802196855523,0.0,62.900001525878906,4,67,,,,,0.714
350430,2016,11.58610147529795,0.0,104.5999984741211,4,63,,,,,0.714
350430,2017,11.320844897763013,0.0,136.5,2,58,,,,,0.714
350430,2018,14.076584034581405,0.0,169.3000030517578,5,55,,,,,0.714
350430,2019,13.555263152898101,0.0,91.9000015258789,4,56,0,0,1,48,0.714
350440,2012,9.05687630253779,0.0,70.4000015258789,8,133,0,0,2,76,0.705
350440,2013,9.011853905775931,0.0,48.400001525878906,11,146,0,0,1,75,0.705
350440,2014,9.872226062189046,0.0,95.5,11,129,0,0,4,70,0.705
350440,2015,10.691821304475729,0.0,68.69999694824219,18,152,0,0,3,78,0.705
350440,2016,10.17238493856027,0.0,107.0,14,151,,,,,0.705
350440,2017,9.704656013604085,0.0,69.4000015258789,15,157,0,0,1,60,0.705
350440,2018,13.859641861786281,0.0,185.89999389648438,8,143,0,0,3,68,0.705
350440,2019,13.87479224061165,0.0,89.30000305175781,10,120,0,1,2,86,0.705
350450,2012,8.84712723044299,0.0,130.10000610351562,99,1233,0,0,9,616,0.767
350450,2013,8.525291294073961,0.0,75.5999984741211,104,1250,1,2,11,610,0.767
350450,2014,9.072065895966618,0.0,59.70000076293945,97,1350,0,2,22,624,0.767
350450,2015,9.985949279282131,0.0,50.599998474121094,94,1346,0,2,13,625,0.767
350450,2016,9.44885175622787,0.0,134.1999969482422,95,1262,0,0,15,712,0.767
350450,2017,9.767287780501828,0.0,65.4000015258789,92,1278,0,1,14,667,0.767
350450,2018,10.029532982241157,0.0,47.400001525878906,106,1345,0,2,13,696,0.767
350450,2019,9.435343621207236,0.0,76.80000305175781,84,1158,0,0,13,709,0.767
350460,2012,10.046249151752885,0.0,128.60000610351562,17,190,0,0,1,81,0.746
350460,2013,9.933700894242438,0.0,42.20000076293945,18,217,0,1,2,105,0.746
350460,2014,11.947865017805217,0.0,126.80000305175781,13,223,,,,,0.746
350460,2015,11.484181571731336,0.0,74.0999984741211,10,238,,,,,0.746
350460,2016,11.004157998514565,0.0,184.89999389648438,13,215,0,0,1,107,0.746
350460,2017,11.077446209430942,0.0,152.1999969482422,18,238,,,,,0.746
350460,2018,15.731077344985216,0.0,165.1999969482422,9,269,0,0,1,118,0.746
350460,2019,15.323895051200664,0.10000000149011612,157.0,21,299,0,0,1,118,0.746
350470,2012,10.649171262500982,0.0,68.5,3,14,,,,,0.669
350470,2013,10.527216503889495,0.0,85.9000015258789,1,18,0,0,1,19,0.669
350470,2014,12.184192421699512,0.0,456.29998779296875,3,12,,,,,0.669
350470,2015,11.811324628263037,0.0,69.0,1,15,,,,,0.669
350470,2016,11.38535739356842,0.0,86.80000305175781,2,16,,,,,0.669
350470,2017,11.105743963320363,0.0,71.5,2,15,,,,,0.669
350470,2018,13.774140312560569,0.0,99.19999694824219,3,13,,,,,0.669
350470,2019,13.712343952991844,0.0,93.19999694824219,1,8,0,0,1,21,0.669
350480,2012,9.601995851980433,0.0,111.69999694824219,9,99,0,0,1,82,0.756
350480,2013,9.796485187754106,0.0,47.5,7,87,0,0,1,72,0.756
350480,2014,11.188774115906273,0.0,109.80000305175781,10,67,,,,,0.756
350480,2015,11.321816943396147,0.0,75.5,7,91,0,0,1,71,0.756
350480,2016,10.641192795339347,0.0,210.3000030517578,3,67,,,,,0.756
350480,2017,10.7316666815016,0.0,148.60000610351562,6,81,0,0,1,86,0.756
350480,2018,14.686049743447432,0.0,172.8000030517578,3,82,,,,,0.756
350480,2019,13.91519337734053,0.20000000298023224,164.0,7,89,,,,,0.756
350490,2012,15.905468217748448,0.0,95.30000305175781,4,77,0,0,1,66,0.733
350490,2013,15.299931354058796,0.0,68.5999984741211,5,92,0,0,1,78,0.733
350490,2014,17.80171583040618,0.0,207.3000030517578,6,79,,,,,0.733
350490,2015,17.171369848471798,0.0,86.30000305175781,4,89,,,,,0.733
350490,2016,18.47058822662046,0.0,147.10000610351562,7,89,0,1,1,72,0.733
350490,2017,17.55075653429762,0.0,157.39999389648438,10,92,0,0,2,101,0.733
350490,2018,16.163186842299343,0.0,86.9000015258789,10,82,,,,,0.733
350490,2019,14.018862692373139,0.0,51.29999923706055,7,84,0,0,1,59,0.733
350500,2012,6.2844886835779565,0.0,48.0,2,36,,,,,0.711
350500,2013,6.310851645773624,0.0,33.5,1,42,0,0,2,30,0.711
350500,2014,7.123029475192896,0.0,46.20000076293945,4,49,0,0,1,26,0.711
350500,2015,7.714993122908731,0.0,45.599998474121094,3,44,0,0,1,25,0.711
350500,2016,7.482385960142864,0.0,58.900001525878906,4,54,0,0,1,31,0.711
350500,2017,7.608506222432003,0.0,44.099998474121094,5,56,0,1,0,23,0.711
350500,2018,9.821625336122086,0.0,79.0999984741211,4,43,,,,,0.711
350500,2019,8.923916097600143,0.0,64.9000015258789,2,28,0,0,1,28,0.711
350510,2012,9.082169992374237,0.0,84.0,5,81,,,,,0.699
350510,2013,8.870689652813919,0.0,41.599998474121094,7,84,,,,,0.699
350510,2014,9.833195296863673,0.0,90.69999694824219,7,83,0,0,1,51,0.699
350510,2015,10.56872850881307,0.0,71.69999694824219,8,100,0,0,1,48,0.699
350510,2016,10.030237432319526,0.0,103.30000305175781,5,86,0,0,1,47,0.699
350510,2017,9.702083322576557,0.0,72.4000015258789,4,91,,,,,0.699
350510,2018,14.164325071811758,0.0,574.5,8,95,0,0,1,43,0.699
350510,2019,14.667545131543308,0.0,140.8000030517578,4,83,,,,,0.699
350520,2012,13.147123321232526,0.0,180.6999969482422,34,399,0,0,10,274,0.75
350520,2013,12.98204250473879,0.0,136.89999389648438,21,415,0,0,6,281,0.75
350520,2014,14.892312988209332,0.0,826.7000122070312,29,384,0,0,7,277,0.75
350520,2015,13.217191768090611,0.0,66.19999694824219,28,402,0,0,4,268,0.75
350520,2016,12.56722107107802,0.0,117.19999694824219,27,382,0,0,4,273,0.75
350520,2017,12.698895799185054,0.0,104.80000305175781,41,389,0,0,4,282,0.75
350520,2018,14.949105900554743,0.0,166.89999389648438,24,407,0,0,6,267,0.75
350520,2019,17.64361110928779,0.0,105.0999984741211,26,391,0,0,7,285,0.75
350530,2012,13.83582193319724,0.0,525.2999877929688,25,403,0,0,8,290,0.788
350530,2013,12.804043869426023,0.0,80.9000015258789,28,345,0,0,3,277,0.788
350530,2014,14.026611804354053,0.0,432.5,13,320,0,0,3,317,0.788
350530,2015,13.978767119960425,0.0,57.79999923706055,29,324,0,0,5,290,0.788
350530,2016,13.089695722807615,0.0,87.0999984741211,21,306,0,0,2,308,0.788
350530,2017,13.441999978505331,0.0,89.0,16,288,0,0,4,283,0.788
350530,2018,14.981043943623593,0.0,80.4000015258789,20,345,0,0,5,277,0.788
350530,2019,18.015256584744677,0.0,114.30000305175781,27,303,0,0,3,287,0.788
350535,2012,7.413201090045242,0.0,83.5,5,64,0,0,1,39,0.66
350535,2013,7.332989691018649,0.0,90.5,6,77,,,,,0.66
350535,2014,8.062097332978428,0.0,75.80000305175781,6,70,0,0,2,40,0.66
350535,2015,8.177282080944057,0.0,42.400001525878906,7,70,0,0,2,30,0.66
350535,2016,8.436451841401334,0.0,59.400001525878906,4,67,,,,,0.66
350535,2017,8.719132835946654,0.0,54.900001525878906,4,86,,,,,0.66
350535,2018,8.646978017689845,0.0,46.20000076293945,3,82,,,,,0.66
350535,2019,7.521118883392611,0.0,37.900001525878906,3,70,0,0,1,32,0.66
350540,2012,7.8025290536823455,0.0,66.69999694824219,4,94,,,,,0.641
350540,2013,7.681662093745647,0.0,61.79999923706055,7,92,0,0,2,61,0.641
350540,2014,8.710150902040702,0.0,93.19999694824219,2,63,0,0,2,52,0.641
350540,2015,8.472352129475123,0.0,46.20000076293945,2,80,0,0,1,37,0.641
350540,2016,9.057192257496002,0.0,78.4000015258789,9,90,,,,,0.641
350540,2017,9.413402065747382,0.0,67.30000305175781,0,74,,,,,0.641
350540,2018,8.846767538679352,0.0,160.5,8,83,0,0,3,53,0.641
350540,2019,6.853389841246571,0.0,41.900001525878906,2,88,0,0,2,54,0.641
350550,2012,11.549209643838946,0.0,174.3000030517578,120,1435,0,0,21,977,0.789
350550,2013,10.490784036951265,0.0,82.69999694824219,123,1461,0,0,18,1022,0.789
350550,2014,17.6059875980799,0.0,573.0999755859375,108,1519,0,0,15,1030,0.789
350550,2015,12.099793564223127,0.0,103.69999694824219,126,1587,0,4,11,1029,0.789
350550,2016,12.43744826724817,0.0,478.29998779296875,119,1368,0,0,20,1090,0.789
350550,2017,13.280827598361105,0.0,328.70001220703125,143,1538,0,2,21,992,0.789
350550,2018,18.875724149274415,0.0,937.0,141,1486,0,0,20,981,0.789
350550,2019,18.900828758481047,0.0,442.5,122,1404,2,0,17,1034,0.789
350560,2012,15.8498626561774,0.0,293.5,46,469,0,0,4,146,0.725
350560,2013,13.354564179540416,0.0,88.0999984741211,31,431,0,1,5,171,0.725
350560,2014,20.009072181741193,0.0,387.79998779296875,33,464,0,0,5,129,0.725
350560,2015,14.165524334930819,0.0,154.3000030517578,42,492,1,0,8,162,0.725
350560,2016,13.876134803387986,0.0,308.8999938964844,44,454,0,1,7,189,0.725
350560,2017,15.194064866522618,0.0,716.0,24,464,0,0,4,159,0.725
350560,2018,25.85151508651653,0.0,1530.9000244140625,34,482,0,0,7,178,0.725
350560,2019,24.3545580082856,0.0,255.89999389648438,30,416,0,1,7,180,0.725
350570,2012,55.040437119417504,2.4000000953674316,247.0,399,5545,0,0,61,1680,0.786
350570,2013,53.38808216183153,3.4000000953674316,907.2000122070312,419,5648,1,1,45,1639,0.786
350570,2014,52.7772602563035,0.0,353.20001220703125,398,5456,0,0,53,1761,0.786
350570,2015,54.2095890450151,3.5,235.0,406,5524,1,1,75,1819,0.786
350570,2016,49.863729424571076,1.899999976158142,270.8999938964844,395,5314,1,0,48,1819,0.786
350570,2017,51.80191776187554,0.10000000149011612,314.1000061035156,396,5535,0,3,45,1794,0.786
350570,2018,48.25164836612377,0.0,259.1000061035156,408,5597,0,1,48,1806,0.786
350570,2019,35.09078399662794,0.0,185.39999389648438,409,5561,1,0,50,2002,0.786
350580,2012,7.567430569355687,0.0,92.9000015258789,13,281,0,0,1,159,0.751
350580,2013,7.837862065845522,0.0,138.60000610351562,12,257,0,0,1,116,0.751
350580,2014,7.996756396246746,0.0,46.599998474121094,19,264,0,0,1,133,0.751
350580,2015,9.750961542247211,0.0,111.5,26,321,1,0,3,127,0.751
350580,2016,9.326577844006776,0.0,104.80000305175781,21,276,0,1,2,166,0.751
350580,2017,8.41725817873877,0.0,42.400001525878906,7,280,0,0,3,172,0.751
350580,2018,11.218784537897008,0.0,75.69999694824219,16,290,1,0,4,153,0.751
350580,2019,11.131188824053828,0.0,129.5,19,290,2,0,3,160,0.751
350590,2012,13.118556708404698,0.0,243.6999969482422,61,740,1,3,11,461,0.761
350590,2013,11.8569663605546,0.0,146.0,59,653,0,0,6,398,0.761
350590,2014,17.36756015701085,0.0,625.2000122070312,56,683,0,0,11,413,0.761
350590,2015,12.437242777090628,0.0,126.0999984741211,66,733,0,0,8,423,0.761
350590,2016,13.201995851655337,0.0,803.0999755859375,56,660,0,0,7,480,0.761
350590,2017,13.097998606476848,0.0,147.89999389648438,40,728,0,0,11,453,0.761
350590,2018,16.137517242811878,0.0,136.60000610351562,73,726,0,0,7,469,0.761
350590,2019,17.155617208466783,0.20000000298023224,117.5999984741211,60,716,0,0,8,456,0.761
