CODMUNRES,ANO,BAIXO_PESO,TOTAL
431505,2019,0,17
431507,2012,2,5
431507,2013,1,9
431507,2014,1,11
431507,2015,0,14
431507,2016,1,12
431507,2017,3,11
431507,2018,0,13
431507,2019,1,17
431510,2012,6,110
431510,2013,6,112
431510,2014,8,139
431510,2015,9,140
431510,2016,7,111
431510,2017,2,110
431510,2018,7,114
431510,2019,4,130
431513,2012,1,14
431513,2013,1,13
431513,2014,0,14
431513,2015,2,21
431513,2016,1,15
431513,2017,1,21
431513,2018,2,29
431513,2019,2,20
431514,2012,3,24
431514,2013,3,30
431514,2014,2,28
431514,2015,1,24
431514,2016,1,36
431514,2017,3,38
431514,2018,4,40
431514,2019,1,24
431515,2012,3,39
431515,2013,3,47
431515,2014,2,39
431515,2015,2,50
431515,2016,4,46
431515,2017,10,48
431515,2018,3,50
431515,2019,5,58
431517,2012,4,19
431517,2013,1,16
431517,2014,1,12
431517,2015,1,26
431517,2016,4,16
431517,2017,3,24
431517,2018,1,21
431517,2019,2,14
431520,2012,3,25
431520,2013,1,23
431520,2014,2,34
431520,2015,4,28
431520,2016,3,32
431520,2017,2,37
431520,2018,2,37
431520,2019,2,30
431530,2012,17,275
431530,2013,20,280
431530,2014,21,295
431530,2015,17,262
431530,2016,27,266
431530,2017,20,311
431530,2018,25,261
431530,2019,18,256
431531,2012,3,27
431531,2013,2,14
431531,2014,2,21
431531,2015,3,20
431531,2016,3,10
431531,2017,2,16
431531,2018,1,23
431531,2019,1,17
431532,2012,4,30
431532,2013,2,24
431532,2014,4,19
431532,2015,5,26
431532,2016,1,13
431532,2017,4,22
431532,2018,1,12
431532,2019,2,22
431535,2012,2,35
431535,2013,2,28
431535,2014,4,38
431535,2015,4,42
431535,2016,5,46
431535,2017,1,37
431535,2018,5,39
431535,2019,2,40
431540,2012,18,183
431540,2013,14,192
431540,2014,12,203
431540,2015,19,198
431540,2016,11,154
431540,2017,9,176
431540,2018,11,183
431540,2019,19,186
431545,2012,1,8
431545,2013,1,15
431545,2014,1,12
431545,2015,0,11
431545,2016,1,9
431545,2017,0,13
431545,2018,1,13
431545,2019,1,17
431550,2012,12,156
431550,2013,8,166
431550,2014,17,163
431550,2015,4,138
431550,2016,17,197
431550,2017,16,159
431550,2018,8,164
431550,2019,10,164
431555,2012,2,32
431555,2013,2,25
431555,2014,0,28
431555,2015,3,21
431555,2016,2,32
431555,2017,1,31
431555,2018,4,36
431555,2019,2,21
431560,2012,194,2482
431560,2013,196,2700
431560,2014,250,2912
431560,2015,227,2990
431560,2016,221,2786
431560,2017,210,2704
431560,2018,209,2647
431560,2019,224,2474
431570,2012,19,355
431570,2013,24,346
431570,2014,25,392
431570,2015,25,415
431570,2016,30,436
431570,2017,29,396
431570,2018,27,359
431570,2019,32,368
431575,2012,2,32
431575,2013,0,46
431575,2014,9,43
431575,2015,6,46
431575,2016,5,39
431575,2017,0,45
431575,2018,3,44
431575,2019,3,45
431580,2012,9,97
431580,2013,7,85
431580,2014,9,104
431580,2015,7,92
431580,2016,5,122
431580,2017,9,96
431580,2018,8,116
431580,2019,5,121
431590,2012,7,62
431590,2013,7,78
431590,2014,3,73
431590,2015,9,75
431590,2016,10,68
431590,2017,11,94
431590,2018,3,91
431590,2019,4,93
431595,2012,1,20
431595,2013,1,23
431595,2014,0,18
431595,2015,0,16
431595,2016,6,17
431595,2017,0,15
431595,2018,2,22
431595,2019,0,17
431600,2012,8,244
431600,2013,16,238
431600,2014,18,272
431600,2015,20,240
431600,2016,18,240
431600,2017,22,251
431600,2018,24,268
431600,2019,13,254
431610,2012,11,110
431610,2013,10,112
431610,2014,7,97
431610,2015,11,108
431610,2016,11,97
431610,2017,8,111
431610,2018,11,124
431610,2019,11,121
431620,2012,3,51
431620,2013,7,49
431620,2014,7,54
431620,2015,6,55
431620,2016,6,44
431620,2017,4,40
431620,2018,3,53
431620,2019,5,39
431630,2012,2,47
431630,2013,3,80
431630,2014,2,54
431630,2015,3,57
431630,2016,7,65
431630,2017,5,79
431630,2018,0,58
431630,2019,5,67
431640,2012,24,429
431640,2013,32,409
431640,2014,28,399
431640,2015,26,448
431640,2016,32,445
431640,2017,41,450
431640,2018,38,488
431640,2019,42,473
431642,2012,2,24
431642,2013,1,25
431642,2014,2,25
431642,2015,3,34
431642,2016,1,23
431642,2017,1,24
431642,2018,4,39
431642,2019,1,19
431643,2012,1,18
431643,2013,4,29
431643,2014,3,27
431643,2015,3,27
431643,2016,2,33
431643,2017,3,24
431643,2018,1,24
431643,2019,6,32
431645,2012,12,132
431645,2013,9,144
431645,2014,18,147
431645,2015,11,116
431645,2016,6,150
431645,2017,10,102
431645,2018,17,133
431645,2019,9,120
431647,2012,1,25
431647,2013,2,21
431647,2014,2,19
431647,2015,4,27
431647,2016,4,29
431647,2017,2,28
431647,2018,1,25
431647,2019,0,16
431650,2012,3,76
431650,2013,4,61
431650,2014,1,67
431650,2015,6,85
431650,2016,8,87
431650,2017,8,82
431650,2018,3,91
431650,2019,6,73
431660,2012,10,149
431660,2013,10,161
431660,2014,8,155
431660,2015,14,159
431660,2016,14,171
431660,2017,24,201
431660,2018,19,179
431660,2019,18,162
431670,2012,6,86
431670,2013,4,95
431670,2014,9,114
431670,2015,9,121
431670,2016,14,90
431670,2017,9,95
431670,2018,4,87
431670,2019,7,79
431673,2012,0,24
431673,2013,1,15
431673,2014,2,21
431673,2015,1,19
431673,2016,0,11
431673,2017,1,28
431673,2018,0,17
431673,2019,0,20
431675,2012,4,61
431675,2013,2,83
431675,2014,5,53
431675,2015,3,83
431675,2016,5,64
431675,2017,7,73
431675,2018,7,69
431675,2019,3,66
431680,2012,122,1530
431680,2013,140,1638
431680,2014,114,1583
431680,2015,115,1685
431680,2016,124,1599
431680,2017,128,1573
431680,2018,123,1658
431680,2019,92,1559
431690,2012,363,3526
431690,2013,305,3365
431690,2014,318,3347
431690,2015,298,3589
431690,2016,289,3410
431690,2017,283,3424
431690,2018,272,3559
431690,2019,315,3387
431695,2012,1,36
431695,2013,3,49
431695,2014,5,79
431695,2015,0,51
431695,2016,0,48
431695,2017,6,57
431695,2018,7,60
431695,2019,3,49
431697,2012,2,20
431697,2013,0,26
431697,2014,2,25
431697,2015,3,26
431697,2016,1,23
431697,2017,2,17
431697,2018,2,17
431697,2019,0,23
431700,2012,5,66
431700,2013,4,59
431700,2014,9,68
431700,2015,6,55
431700,2016,5,53
431700,2017,4,64
431700,2018,2,55
431700,2019,6,66
431710,2012,75,1031
431710,2013,77,1031
431710,2014,84,1096
431710,2015,81,1183
431710,2016,83,1172
431710,2017,69,1081
431710,2018,80,1114
431710,2019,78,1050
431720,2012,69,891
431720,2013,76,907
431720,2014,65,961
431720,2015,90,998
431720,2016,86,960
431720,2017,66,988
431720,2018,69,1009
431720,2019,58,1030
431725,2012,0,7
431725,2013,0,9
431725,2014,2,6
431725,2015,0,8
431725,2016,1,12
431725,2017,0,10
431725,2018,1,10
431725,2019,1,12
431730,2012,21,343
431730,2013,30,403
431730,2014,37,387
431730,2015,26,426
431730,2016,25,394
431730,2017,22,392
431730,2018,27,393
431730,2019,19,360
431740,2012,27,536
431740,2013,28,574
431740,2014,38,540
431740,2015,29,550
431740,2016,32,613
431740,2017,57,558
431740,2018,44,573
431740,2019,47,591
431750,2012,82,967
431750,2013,85,1025
431750,2014,68,992
431750,2015,71,957
431750,2016,75,1005
431750,2017,88,1037
431750,2018,80,1004
431750,2019,80,1056
431755,2012,2,19
431755,2013,0,26
431755,2014,1,10
431755,2015,2,16
431755,2016,2,14
431755,2017,2,21
431755,2018,3,25
431755,2019,1,21
431760,2012,37,447
431760,2013,35,455
431760,2014,21,441
431760,2015,36,493
431760,2016,46,460
431760,2017,39,436
431760,2018,30,465
431760,2019,38,429
431770,2012,8,110
431770,2013,10,109
431770,2014,5,101
431770,2015,8,95
431770,2016,6,96
431770,2017,4,109
431770,2018,10,118
431770,2019,7,104
431775,2012,0,20
431775,2013,1,23
431775,2014,1,15
431775,2015,3,32
431775,2016,2,14
431775,2017,1,17
431775,2018,2,20
431775,2019,3,21
431780,2012,22,189
431780,2013,16,186
431780,2014,13,198
431780,2015,19,214
431780,2016,17,188
431780,2017,14,181
431780,2018,11,173
431780,2019,18,168
431790,2012,10,139
431790,2013,4,141
431790,2014,10,157
431790,2015,11,143
431790,2016,7,127
431790,2017,8,149
431790,2018,17,184
431790,2019,12,163
431795,2012,0,16
431795,2013,2,21
431795,2014,1,26
431795,2015,1,21
431795,2016,2,24
431795,2017,3,25
431795,2018,2,18
431795,2019,0,14
431800,2012,63,743
431800,2013,73,750
431800,2014,59,725
431800,2015,59,783
431800,2016,63,791
431800,2017,60,807
431800,2018,47,747
431800,2019,62,800
431805,2012,2,27
431805,2013,3,16
431805,2014,2,23
431805,2015,2,22
431805,2016,0,22
431805,2017,2,22
431805,2018,1,20
431805,2019,1,28
431810,2012,8,168
431810,2013,8,175
431810,2014,12,212
431810,2015,11,196
431810,2016,15,163
431810,2017,11,178
431810,2018,11,147
431810,2019,21,172
431820,2012,22,279
431820,2013,15,262
431820,2014,19,256
431820,2015,20,269
431820,2016,25,290
431820,2017,17,267
431820,2018,21,240
431820,2019,16,266
431830,2012,58,774
431830,2013,45,751
431830,2014,52,749
431830,2015,53,790
431830,2016,64,810
431830,2017,56,788
431830,2018,71,771
431830,2019,58,775
431840,2012,19,285
431840,2013,16,254
431840,2014,18,284
431840,2015,28,287
431840,2016,25,258
431840,2017,19,284
431840,2018,26,247
431840,2019,21,290
431842,2012,2,23
431842,2013,2,34
431842,2014,3,42
431842,2015,2,33
431842,2016,2,39
431842,2017,3,35
431842,2018,3,51
431842,2019,4,39
431843,2012,3,24
431843,2013,0,21
431843,2014,3,29
431843,2015,5,20
431843,2016,0,23
431843,2017,2,29
431843,2018,6,27
431843,2019,5,28
431844,2012,2,22
431844,2013,0,17
431844,2014,2,26
431844,2015,1,26
431844,2016,0,18
431844,2017,2,20
431844,2018,1,24
431844,2019,3,21
431845,2012,1,23
431845,2013,1,28
431845,2014,0,21
431845,2015,1,26
431845,2016,3,22
431845,2017,1,26
431845,2018,1,29
431845,2019,0,19
431846,2012,2,12
431846,2013,2,18
431846,2014,0,22
431846,2015,0,22
431846,2016,2,17
431846,2017,1,21
431846,2018,1,16
431846,2019,1,20
431848,2012,4,40
431848,2013,6,47
431848,2014,2,39
431848,2015,2,43
431848,2016,0,33
431848,2017,4,42
431848,2018,3,40
431848,2019,4,40
431849,2012,2,13
431849,2013,0,12
431849,2014,1,24
431849,2015,0,22
431849,2016,0,19
431849,2017,3,31
431849,2018,1,17
431849,2019,0,17
431850,2012,28,276
431850,2013,19,248
431850,2014,15,285
431850,2015,21,296
431850,2016,23,305
431850,2017,18,286
431850,2018,22,255
431850,2019,17,260
431860,2012,7,77
431860,2013,8,74
431860,2014,7,69
431860,2015,10,83
431860,2016,7,58
431860,2017,8,81
431860,2018,8,86
431860,2019,12,73
431861,2012,1,17
431861,2013,0,14
431861,2014,2,18
431861,2015,4,22
431861,2016,2,31
431861,2017,0,20
431861,2018,4,29
431861,2019,0,29
431862,2012,4,36
431862,2013,1,45
431862,2014,2,42
431862,2015,5,58
431862,2016,2,51
431862,2017,5,54
431862,2018,10,62
431862,2019,4,63
431870,2012,246,2802
431870,2013,256,3022
431870,2014,238,2990
431870,2015,274,3039
431870,2016,257,2808
431870,2017,246,2909
431870,2018,208,2811
431870,2019,225,2649
431880,2012,30,454
431880,2013,14,381
431880,2014,24,470
431880,2015,24,427
431880,2016,30,434
431880,2017,31,424
431880,2018,34,469
431880,2019,21,390
431890,2012,27,401
431890,2013,39,414
431890,2014,38,408
431890,2015,31,483
431890,2016,38,466
431890,2017,25,427
431890,2018,23,423
431890,2019,38,509
431900,2012,23,212
431900,2013,21,240
431900,2014,20,230
431900,2015,18,250
431900,2016,21,227
431900,2017,14,211
431900,2018,13,211
431900,2019,21,234
431910,2012,2,55
431910,2013,9,58
431910,2014,5,46
431910,2015,5,60
431910,2016,8,67
431910,2017,2,54
431910,2018,6,61
431910,2019,8,56
431912,2012,1,26
431912,2013,2,31
431912,2014,0,29
431912,2015,3,29
431912,2016,2,36
431912,2017,7,32
431912,2018,3,18
431912,2019,3,29
431915,2012,4,92
431915,2013,1,92
431915,2014,9,89
431915,2015,6,106
431915,2016,5,70
431915,2017,4,86
431915,2018,8,72
431915,2019,7,73
431920,2012,6,70
431920,2013,9,54
431920,2014,4,47
431920,2015,6,54
431920,2016,3,55
431920,2017,1,59
431920,2018,3,44
431920,2019,3,54
431930,2012,5,55
431930,2013,0,42
431930,2014,0,45
431930,2015,5,40
431930,2016,1,49
431930,2017,0,45
431930,2018,7,55
431930,2019,2,42
431935,2012,4,31
431935,2013,1,46
431935,2014,4,38
431935,2015,2,33
431935,2016,3,42
431935,2017,3,40
431935,2018,5,40
431935,2019,5,31
431936,2012,2,28
431936,2013,1,21
431936,2014,4,24
431936,2015,1,22
431936,2016,1,28
431936,2017,4,25
431936,2018,2,19
431936,2019,1,16
431937,2012,1,24
431937,2013,1,21
431937,2014,4,33
431937,2015,4,24
431937,2016,0,20
431937,2017,3,31
431937,2018,1,25
431937,2019,2,34
431940,2012,11,144
431940,2013,8,159
431940,2014,13,151
431940,2015,13,160
431940,2016,12,151
431940,2017,16,151
431940,2018,4,139
431940,2019,14,179
431950,2012,19,308
431950,2013,18,323
431950,2014,23,344
431950,2015,29,346
431950,2016,25,341
431950,2017,29,298
431950,2018,21,316
431950,2019,22,288
431960,2012,17,236
431960,2013,17,252
431960,2014,17,241
431960,2015,17,249
431960,2016,12,214
431960,2017,29,255
431960,2018,20,251
431960,2019,13,239
431970,2012,1,31
431970,2013,2,27
431970,2014,5,38
431970,2015,3,42
431970,2016,5,37
431970,2017,4,31
431970,2018,2,37
431970,2019,5,31
431971,2012,3,5
431971,2013,1,15
431971,2014,1,20
431971,2015,2,22
431971,2016,0,18
431971,2017,1,9
431971,2018,2,13
431971,2019,0,14
431973,2012,5,47
431973,2013,3,42
431973,2014,2,30
431973,2015,7,30
431973,2016,4,36
431973,2017,1,37
431973,2018,4,45
431973,2019,5,37
431975,2012,0,20
431975,2013,1,21
431975,2014,2,21
431975,2015,0,23
431975,2016,2,20
431975,2017,2,21
431975,2018,2,27
431975,2019,0,23
431980,2012,8,86
431980,2013,6,95
431980,2014,9,91
431980,2015,10,101
431980,2016,6,97
431980,2017,11,90
431980,2018,2,71
431980,2019,9,79
431990,2012,72,1066
431990,2013,74,1085
431990,2014,81,1183
431990,2015,85,1195
431990,2016,80,1121
431990,2017,88,1180
431990,2018,67,1167
431990,2019,80,1143
432000,2012,144,1877
432000,2013,138,1884
432000,2014,133,1981
432000,2015,140,2021
432000,2016,131,1864
432000,2017,125,1817
432000,2018,136,1708
432000,2019,115,1526
432010,2012,14,247
432010,2013,17,247
432010,2014,23,266
432010,2015,21,304
432010,2016,31,267
432010,2017,25,312
432010,2018,21,303
432010,2019,29,306
432020,2012,17,96
432020,2013,11,136
432020,2014,11,161
432020,2015,17,150
432020,2016,10,148
432020,2017,13,172
432020,2018,16,167
432020,2019,15,184
432023,2012,2,28
432023,2013,4,28
432023,2014,2,29
432023,2015,1,29
432023,2016,1,27
432023,2017,1,32
432023,2018,2,37
432023,2019,4,38
432026,2012,2,64
432026,2013,6,60
432026,2014,5,58
432026,2015,4,77
432026,2016,13,84
432026,2017,5,64
432026,2018,6,86
432026,2019,3,69
432030,2012,3,56
432030,2013,1,47
432030,2014,3,52
432030,2015,1,49
432030,2016,4,55
432030,2017,5,49
432030,2018,4,63
432030,2019,2,42
432032,2012,3,23
432032,2013,0,23
432032,2014,3,37
432032,2015,1,28
432032,2016,2,27
432032,2017,4,33
432032,2018,0,24
432032,2019,3,30
432035,2012,3,51
432035,2013,3,52
432035,2014,6,52
432035,2015,4,52
432035,2016,5,51
432035,2017,6,52
432035,2018,9,64
432035,2019,5,40
432040,2012,16,166
432040,2013,7,161
432040,2014,16,182
432040,2015,17,208
432040,2016,17,209
432040,2017,15,198
432040,2018,8,168
432040,2019,21,200
432045,2012,1,12
432045,2013,1,26
432045,2014,0,13
432045,2015,1,16
432045,2016,1,16
432045,2017,4,22
432045,2018,0,12
432045,2019,2,14
432050,2012,5,52
432050,2013,7,58
432050,2014,4,47
432050,2015,2,50
432050,2016,6,50
432050,2017,7,60
432050,2018,8,56
432050,2019,4,59
432055,2012,2,58
432055,2013,5,59
432055,2014,4,54
432055,2015,10,56
432055,2016,5,49
432055,2017,2,74
432055,2018,4,62
432055,2019,5,47
432057,2012,0,16
432057,2013,0,12
432057,2014,1,17
432057,2015,1,21
432057,2016,1,18
432057,2017,0,17
432057,2018,1,17
432057,2019,0,19
432060,2012,1,30
432060,2013,2,29
432060,2014,1,27
432060,2015,4,35
432060,2016,6,38
432060,2017,2,26
432060,2018,6,30
432060,2019,6,32
432065,2012,0,23
432065,2013,4,29
432065,2014,1,20
432065,2015,0,19
432065,2016,0,24
432065,2017,1,22
432065,2018,1,25
432065,2019,1,9
432067,2012,9,87
432067,2013,4,60
432067,2014,7,93
432067,2015,7,81
432067,2016,7,86
432067,2017,3,72
432067,2018,7,69
432067,2019,8,77
432070,2012,16,168
432070,2013,16,149
432070,2014,24,186
432070,2015,15,195
432070,2016,17,166
432070,2017,14,185
432070,2018,23,193
432070,2019,18,204
432080,2012,30,336
432080,2013,35,387
432080,2014,35,378
432080,2015,37,363
432080,2016,29,385
432080,2017,29,373
432080,2018,40,354
432080,2019,25,346
432085,2012,0,44
432085,2013,2,40
432085,2014,4,45
432085,2015,3,56
432085,2016,9,56
432085,2017,6,75
432085,2018,4,59
432085,2019,3,49
432090,2012,23,227
432090,2013,17,262
432090,2014,26,283
432090,2015,25,337
432090,2016,33,304
432090,2017,21,316
432090,2018,33,373
432090,2019,24,334
432100,2012,16,121
432100,2013,12,121
432100,2014,16,122
432100,2015,11,121
432100,2016,6,139
432100,2017,6,130
432100,2018,15,114
432100,2019,10,111
432110,2012,14,182
432110,2013,17,185
432110,2014,14,182
432110,2015,18,178
432110,2016,18,178
432110,2017,17,199
432110,2018,6,139
432110,2019,11,143
432120,2012,47,670
432120,2013,45,744
432120,2014,47,713
432120,2015,51,740
432120,2016,56,666
432120,2017,45,658
432120,2018,52,665
432120,2019,54,625
432130,2012,25,274
432130,2013,23,313
432130,2014,31,349
432130,2015,21,327
432130,2016,29,310
432130,2017,27,275
432130,2018,13,270
432130,2019,18,228
432132,2012,3,34
432132,2013,2,34
432132,2014,3,30
432132,2015,0,23
432132,2016,4,32
432132,2017,1,33
432132,2018,3,25
432132,2019,1,41
432135,2012,5,40
432135,2013,3,52
432135,2014,2,36
432135,2015,3,47
432135,2016,2,37
432135,2017,6,49
432135,2018,2,46
432135,2019,1,48
432140,2012,12,219
432140,2013,16,216
432140,2014,14,198
432140,2015,13,243
432140,2016,12,190
432140,2017,9,209
432140,2018,15,210
432140,2019,12,201
432143,2012,4,109
432143,2013,10,113
432143,2014,5,96
432143,2015,7,121
432143,2016,6,114
432143,2017,7,120
432143,2018,7,131
432143,2019,8,125
432145,2012,20,414
432145,2013,35,372
432145,2014,27,392
432145,2015,21,401
432145,2016,28,370
432145,2017,29,386
432145,2018,28,426
432145,2019,21,407
432146,2012,3,33
432146,2013,1,39
432146,2014,6,35
432146,2015,0,27
432146,2016,3,39
432146,2017,5,31
432146,2018,4,47
432146,2019,4,29
432147,2012,4,58
432147,2013,4,49
432147,2014,3,49
432147,2015,4,52
432147,2016,4,48
432147,2017,2,34
432147,2018,1,44
432147,2019,4,59
432149,2012,0,19
432149,2013,1,15
432149,2014,1,23
432149,2015,2,16
432149,2016,1,18
432149,2017,2,25
432149,2018,1,13
432149,2019,3,18
432150,2012,32,522
432150,2013,27,450
432150,2014,31,508
432150,2015,27,549
432150,2016,37,572
432150,2017,31,545
432150,2018,28,601
432150,2019,32,549
432160,2012,44,645
432160,2013,63,744
432160,2014,61,798
432160,2015,61,808
432160,2016,67,805
432160,2017,60,836
432160,2018,71,800
432160,2019,50,740
432162,2012,2,17
432162,2013,0,9
432162,2014,1,15
432162,2015,0,16
432162,2016,0,17
432162,2017,1,15
432162,2018,2,29
432162,2019,0,11
432163,2012,1,17
432163,2013,0,8
432163,2014,0,10
432163,2015,0,10
432163,2016,0,14
432163,2017,0,10
432163,2018,0,9
432163,2019,0,12
432166,2012,8,103
432166,2013,2,104
432166,2014,12,115
432166,2015,5,132
432166,2016,7,127
432166,2017,5,130
432166,2018,8,136
432166,2019,4,131
432170,2012,31,318
432170,2013,32,308
432170,2014,19,320
432170,2015,19,321
432170,2016,24,307
432170,2017,22,284
432170,2018,17,302
432170,2019,24,304
432180,2012,20,258
432180,2013,27,304
432180,2014,17,280
432180,2015,14,268
432180,2016,22,292
432180,2017,21,303
432180,2018,22,285
432180,2019,23,291
432183,2012,2,30
432183,2013,1,34
432183,2014,1,23
432183,2015,3,35
432183,2016,4,28
432183,2017,1,26
432183,2018,6,30
432183,2019,1,27
432185,2012,5,55
432185,2013,6,68
432185,2014,1,57
432185,2015,6,59
432185,2016,4,52
432185,2017,6,71
432185,2018,5,48
432185,2019,2,56
432190,2012,31,301
432190,2013,26,309
432190,2014,19,313
432190,2015,29,310
432190,2016,28,303
432190,2017,23,296
432190,2018,23,315
432190,2019,18,292
432195,2012,7,70
432195,2013,6,64
432195,2014,10,84
432195,2015,9,84
432195,2016,8,93
432195,2017,3,84
432195,2018,7,72
432195,2019,7,88
432200,2012,16,374
432200,2013,25,363
432200,2014,18,331
432200,2015,18,355
432200,2016,18,338
432200,2017,25,333
432200,2018,24,337
432200,2019,22,331
432210,2012,2,39
432210,2013,3,46
432210,2014,3,52
432210,2015,2,51
432210,2016,3,43
432210,2017,8,53
432210,2018,1,56
432210,2019,5,44
432215,2012,7,43
432215,2013,5,47
432215,2014,4,39
432215,2015,5,50
432215,2016,10,40
432215,2017,7,51
432215,2018,4,35
432215,2019,5,37
432218,2012,1,17
432218,2013,0,13
432218,2014,2,18
432218,2015,0,7
432218,2016,1,9
432218,2017,1,15
432218,2018,1,13
432218,2019,0,8
432220,2012,21,278
432220,2013,23,261
432220,2014,33,289
432220,2015,38,291
432220,2016,27,261
432220,2017,22,238
432220,2018,22,274
432220,2019,19,233
432225,2012,5,51
432225,2013,6,44
432225,2014,6,64
432225,2015,3,51
432225,2016,3,63
432225,2017,5,56
432225,2018,4,58
432225,2019,8,74
432230,2012,3,62
432230,2013,6,69
432230,2014,3,77
432230,2015,4,66
432230,2016,3,82
432230,2017,4,70
432230,2018,6,75
432230,2019,2,71
432232,2012,2,31
432232,2013,5,29
432232,2014,4,44
432232,2015,5,48
432232,2016,3,33
432232,2017,1,36
432232,2018,3,27
432232,2019,3,30
432234,2012,1,22
432234,2013,2,17
432234,2014,2,18
432234,2015,2,20
432234,2016,1,14
432234,2017,3,13
432234,2018,3,12
432234,2019,3,14
432235,2012,1,7
432235,2013,0,10
432235,2014,0,4
432235,2015,0,4
432235,2016,1,10
432235,2017,0,4
432235,2018,1,6
432235,2019,0,8
432237,2012,2,23
432237,2013,1,26
432237,2014,4,28
432237,2015,0,21
432237,2016,2,21
432237,2017,2,27
432237,2018,1,27
432237,2019,2,28
432240,2012,134,1826
432240,2013,123,1874
432240,2014,142,1818
432240,2015,129,1904
432240,2016,113,1732
432240,2017,134,1756
432240,2018,105,1689
432240,2019,131,1671
432250,2012,71,954
432250,2013,79,887
432250,2014,68,952
432250,2015,104,1049
432250,2016,68,920
432250,2017,66,970
432250,2018,64,916
432250,2019,77,921
432252,2012,1,22
432252,2013,0,22
432252,2014,1,35
432252,2015,7,35
432252,2016,1,35
432252,2017,0,37
432252,2018,2,25
432252,2019,1,25
432253,2012,6,81
432253,2013,9,102
432253,2014,4,105
432253,2015,7,106
432253,2016,5,79
432253,2017,9,75
432253,2018,6,91
432253,2019,4,87
432254,2012,3,53
432254,2013,8,54
432254,2014,7,62
432254,2015,6,66
432254,2016,3,62
432254,2017,7,55
432254,2018,6,76
432254,2019,7,65
432255,2012,2,24
432255,2013,2,18
432255,2014,3,20
432255,2015,1,18
432255,2016,1,22
432255,2017,1,18
432255,2018,2,16
432255,2019,0,17
432260,2012,62,758
432260,2013,52,697
432260,2014,57,803
432260,2015,65,794
432260,2016,73,773
432260,2017,67,763
432260,2018,73,789
432260,2019,70,786
432270,2012,35,275
432270,2013,22,266
432270,2014,25,272
432270,2015,20,280
432270,2016,20,278
432270,2017,13,257
432270,2018,27,288
432270,2019,14,265
432280,2012,18,277
432280,2013,15,256
432280,2014,11,271
432280,2015,23,248
432280,2016,19,237
432280,2017,21,235
432280,2018,16,261
432280,2019,20,257
432285,2012,1,10
432285,2013,2,12
432285,2014,0,9
432285,2015,1,8
432285,2016,1,15
432285,2017,1,21
432285,2018,2,16
432285,2019,2,11
432290,2012,1,48
432290,2013,5,32
432290,2014,3,48
432290,2015,3,34
432290,2016,3,39
432290,2017,1,41
432290,2018,0,39
432290,2019,2,45
432300,2012,294,3339
432300,2013,298,3429
432300,2014,246,3330
432300,2015,262,3412
432300,2016,230,3286
432300,2017,227,3075
432300,2018,227,2971
432300,2019,208,2652
432310,2012,3,76
432310,2013,5,50
432310,2014,3,57
432310,2015,5,64
432310,2016,9,64
432310,2017,5,63
432310,2018,5,67
432310,2019,4,66
432320,2012,1,19
432320,2013,4,35
432320,2014,2,31
432320,2015,1,26
432320,2016,1,20
432320,2017,3,25
432320,2018,4,30
432320,2019,0,25
432330,2012,2,27
432330,2013,3,30
432330,2014,6,31
432330,2015,5,36
432330,2016,3,34
432330,2017,3,44
432330,2018,7,41
432330,2019,1,30
432335,2012,0,19
432335,2013,1,10
432335,2014,2,20
432335,2015,2,22
432335,2016,2,18
432335,2017,0,18
432335,2018,3,17
432335,2019,3,25
432340,2012,2,32
432340,2013,3,35
432340,2014,3,32
432340,2015,5,37
432340,2016,3,34
432340,2017,3,36
432340,2018,3,37
432340,2019,5,38
432345,2012,2,43
432345,2013,2,31
432345,2014,1,22
432345,2015,1,27
432345,2016,1,20
432345,2017,1,28
432345,2018,3,19
432345,2019,1,27
432350,2012,0,15
432350,2013,0,23
432350,2014,1,28
432350,2015,3,26
432350,2016,1,23
432350,2017,1,26
432350,2018,0,36
432350,2019,2,36
432360,2012,1,9
432360,2013,0,4
432360,2014,2,14
432360,2015,0,10
432360,2016,0,10
432360,2017,1,5
432360,2018,1,9
432360,2019,2,18
432370,2012,0,24
432370,2013,0,22
432370,2014,2,24
432370,2015,2,29
432370,2016,5,19
432370,2017,3,28
432370,2018,1,31
432370,2019,6,28
432375,2012,0,34
432375,2013,3,36
432375,2014,0,20
432375,2015,1,39
432375,2016,2,23
432375,2017,1,34
432375,2018,2,26
432375,2019,2,33
432377,2012,3,34
432377,2013,0,45
432377,2014,1,29
432377,2015,0,33
432377,2016,6,43
432377,2017,1,28
432377,2018,2,34
432377,2019,1,28
432380,2012,13,186
432380,2013,22,224
432380,2014,6,221
432380,2015,17,209
432380,2016,11,233
432380,2017,16,278
432380,2018,15,251
432380,2019,13,246
500020,2012,22,259
500020,2013,17,272
500020,2014,16,245
500020,2015,16,245
500020,2016,20,253
500020,2017,20,307
500020,2018,19,272
500020,2019,15,280
500025,2012,2,40
500025,2013,5,44
500025,2014,2,47
500025,2015,3,34
500025,2016,0,40
500025,2017,4,50
500025,2018,5,62
500025,2019,6,43
500060,2012,77,735
500060,2013,64,692
500060,2014,58,747
500060,2015,65,628
500060,2016,65,645
500060,2017,52,635
500060,2018,63,633
500060,2019,60,588
500070,2012,18,382
500070,2013,20,367
500070,2014,18,433
500070,2015,20,366
500070,2016,20,368
500070,2017,21,360
500070,2018,21,343
500070,2019,22,420
500080,2012,6,92
500080,2013,9,97
500080,2014,9,102
500080,2015,10,117
