CODMUNRES,ANO,BAIXO_PESO,TOTAL
251450,2013,12,243
251450,2014,21,255
251450,2015,18,301
251450,2016,17,266
251450,2017,12,260
251450,2018,10,273
251450,2019,20,262
251455,2012,0,32
251455,2013,0,35
251455,2014,3,42
251455,2015,3,30
251455,2016,2,27
251455,2017,1,28
251455,2018,1,28
251455,2019,3,28
251460,2012,3,41
251460,2013,3,57
251460,2014,6,54
251460,2015,2,42
251460,2016,3,46
251460,2017,6,52
251460,2018,8,47
251460,2019,2,51
251465,2012,0,21
251465,2013,2,21
251465,2014,0,20
251465,2015,3,27
251465,2016,0,18
251465,2017,0,24
251465,2018,0,18
251465,2019,1,22
251470,2012,2,53
251470,2013,2,39
251470,2014,1,60
251470,2015,7,43
251470,2016,4,35
251470,2017,4,45
251470,2018,4,43
251470,2019,3,45
251480,2012,6,43
251480,2013,3,48
251480,2014,4,49
251480,2015,4,43
251480,2016,2,36
251480,2017,2,43
251480,2018,0,33
251480,2019,3,37
251490,2012,7,97
251490,2013,9,91
251490,2014,5,98
251490,2015,2,102
251490,2016,8,77
251490,2017,7,92
251490,2018,2,99
251490,2019,6,97
251500,2012,2,120
251500,2013,4,89
251500,2014,7,82
251500,2015,8,84
251500,2016,6,92
251500,2017,3,94
251500,2018,9,92
251500,2019,6,112
251510,2012,8,140
251510,2013,7,165
251510,2014,11,166
251510,2015,5,166
251510,2016,7,164
251510,2017,5,121
251510,2018,12,164
251510,2019,20,160
251520,2012,2,37
251520,2013,3,42
251520,2014,4,51
251520,2015,2,43
251520,2016,3,48
251520,2017,1,54
251520,2018,3,54
251520,2019,2,42
251530,2012,37,711
251530,2013,43,715
251530,2014,47,680
251530,2015,42,581
251530,2016,39,527
251530,2017,35,556
251530,2018,31,576
251530,2019,48,620
251540,2012,4,154
251540,2013,12,165
251540,2014,13,186
251540,2015,12,170
251540,2016,5,143
251540,2017,8,142
251540,2018,13,185
251540,2019,7,166
251550,2012,9,136
251550,2013,5,141
251550,2014,6,157
251550,2015,9,152
251550,2016,7,164
251550,2017,12,157
251550,2018,11,164
251550,2019,8,161
251560,2012,2,37
251560,2013,0,35
251560,2014,2,37
251560,2015,3,48
251560,2016,1,28
251560,2017,2,35
251560,2018,2,38
251560,2019,1,29
251570,2012,1,40
251570,2013,2,30
251570,2014,1,41
251570,2015,1,46
251570,2016,2,40
251570,2017,4,47
251570,2018,2,41
251570,2019,3,50
251580,2012,3,99
251580,2013,5,103
251580,2014,1,102
251580,2015,4,105
251580,2016,3,79
251580,2017,3,75
251580,2018,3,95
251580,2019,6,95
251590,2012,4,80
251590,2013,4,59
251590,2014,5,74
251590,2015,4,71
251590,2016,3,70
251590,2017,1,66
251590,2018,3,69
251590,2019,1,52
251593,2012,6,78
251593,2013,2,72
251593,2014,2,77
251593,2015,0,69
251593,2016,7,70
251593,2017,0,65
251593,2018,6,71
251593,2019,3,57
251597,2012,7,107
251597,2013,4,97
251597,2014,8,94
251597,2015,3,99
251597,2016,9,102
251597,2017,5,142
251597,2018,5,113
251597,2019,12,135
251600,2012,21,374
251600,2013,30,371
251600,2014,30,370
251600,2015,19,369
251600,2016,18,383
251600,2017,22,380
251600,2018,29,424
251600,2019,33,389
251610,2012,10,200
251610,2013,9,221
251610,2014,10,232
251610,2015,13,235
251610,2016,6,169
251610,2017,18,185
251610,2018,16,194
251610,2019,8,187
251615,2012,6,61
251615,2013,2,56
251615,2014,7,61
251615,2015,2,46
251615,2016,1,51
251615,2017,3,47
251615,2018,7,58
251615,2019,3,44
251620,2012,62,986
251620,2013,50,919
251620,2014,64,945
251620,2015,66,945
251620,2016,64,864
251620,2017,52,904
251620,2018,64,995
251620,2019,63,961
251630,2012,10,239
251630,2013,12,219
251630,2014,16,220
251630,2015,10,223
251630,2016,17,237
251630,2017,18,223
251630,2018,13,232
251630,2019,18,287
251640,2012,7,76
251640,2013,3,102
251640,2014,4,90
251640,2015,10,91
251640,2016,7,89
251640,2017,5,92
251640,2018,7,82
251640,2019,4,93
251650,2012,12,221
251650,2013,13,203
251650,2014,12,197
251650,2015,18,222
251650,2016,8,189
251650,2017,13,214
251650,2018,21,224
251650,2019,14,198
251660,2012,10,160
251660,2013,7,188
251660,2014,13,177
251660,2015,11,202
251660,2016,12,184
251660,2017,3,186
251660,2018,10,199
251660,2019,14,159
251670,2012,12,237
251670,2013,11,196
251670,2014,11,206
251670,2015,8,247
251670,2016,16,208
251670,2017,15,227
251670,2018,17,225
251670,2019,10,231
251675,2012,4,57
251675,2013,2,42
251675,2014,2,49
251675,2015,0,40
251675,2016,3,40
251675,2017,4,35
251675,2018,3,35
251675,2019,2,38
251680,2012,5,115
251680,2013,13,106
251680,2014,4,114
251680,2015,3,100
251680,2016,3,84
251680,2017,7,112
251680,2018,6,86
251680,2019,12,115
251690,2012,9,180
251690,2013,9,177
251690,2014,10,175
251690,2015,11,174
251690,2016,9,165
251690,2017,13,171
251690,2018,15,186
251690,2019,11,157
251700,2012,5,118
251700,2013,6,119
251700,2014,4,142
251700,2015,7,116
251700,2016,4,111
251700,2017,9,95
251700,2018,5,136
251700,2019,5,109
251710,2012,0,36
251710,2013,3,35
251710,2014,3,35
251710,2015,4,34
251710,2016,3,29
251710,2017,2,25
251710,2018,1,34
251710,2019,1,18
251720,2012,6,46
251720,2013,0,43
251720,2014,2,48
251720,2015,6,56
251720,2016,5,59
251720,2017,2,52
251720,2018,4,42
251720,2019,1,49
251740,2012,1,43
251740,2013,2,40
251740,2014,0,43
251740,2015,4,37
251740,2016,2,32
251740,2017,3,34
251740,2018,3,34
251740,2019,5,32
260000,2012,1,1
260000,2013,0,2
260000,2015,0,2
260000,2016,0,5
260000,2017,1,26
260000,2018,3,32
260000,2019,0,13
260005,2012,105,1373
260005,2013,100,1493
260005,2014,101,1491
260005,2015,133,1604
260005,2016,86,1455
260005,2017,93,1500
260005,2018,95,1458
260005,2019,74,1328
260010,2012,39,651
260010,2013,44,623
260010,2014,39,645
260010,2015,43,653
260010,2016,44,566
260010,2017,35,508
260010,2018,31,608
260010,2019,39,575
260020,2012,21,286
260020,2013,19,296
260020,2014,21,296
260020,2015,21,266
260020,2016,17,279
260020,2017,15,252
260020,2018,19,267
260020,2019,19,246
260030,2012,23,332
260030,2013,27,360
260030,2014,23,353
260030,2015,28,354
260030,2016,17,312
260030,2017,18,325
260030,2018,22,342
260030,2019,17,314
260040,2012,35,598
260040,2013,29,482
260040,2014,29,544
260040,2015,32,530
260040,2016,23,481
260040,2017,28,482
260040,2018,30,446
260040,2019,18,417
260050,2012,44,812
260050,2013,48,773
260050,2014,42,745
260050,2015,46,760
260050,2016,37,651
260050,2017,31,707
260050,2018,50,759
260050,2019,52,756
260060,2012,11,175
260060,2013,8,174
260060,2014,12,162
260060,2015,10,177
260060,2016,11,191
260060,2017,18,183
260060,2018,12,199
260060,2019,13,188
260070,2012,40,537
260070,2013,38,535
260070,2014,48,595
260070,2015,30,544
260070,2016,32,446
260070,2017,26,510
260070,2018,33,520
260070,2019,27,513
260080,2012,6,228
260080,2013,13,259
260080,2014,17,234
260080,2015,14,248
260080,2016,21,230
260080,2017,26,274
260080,2018,14,241
260080,2019,16,245
260090,2012,21,347
260090,2013,19,336
260090,2014,13,334
260090,2015,23,334
260090,2016,16,310
260090,2017,18,296
260090,2018,14,286
260090,2019,16,255
260100,2012,12,156
260100,2013,12,162
260100,2014,7,155
260100,2015,8,164
260100,2016,10,139
260100,2017,10,126
260100,2018,6,146
260100,2019,11,143
260105,2012,20,318
260105,2013,34,348
260105,2014,34,305
260105,2015,23,331
260105,2016,18,287
260105,2017,29,302
260105,2018,12,287
260105,2019,23,312
260110,2012,117,1669
260110,2013,127,1494
260110,2014,116,1564
260110,2015,133,1593
260110,2016,124,1469
260110,2017,104,1476
260110,2018,139,1614
260110,2019,117,1604
260120,2012,90,1031
260120,2013,102,1122
260120,2014,103,1138
260120,2015,90,1091
260120,2016,78,996
260120,2017,72,1137
260120,2018,81,1145
260120,2019,96,1145
260130,2012,8,179
260130,2013,12,173
260130,2014,8,163
260130,2015,14,180
260130,2016,8,143
260130,2017,14,169
260130,2018,12,180
260130,2019,20,192
260140,2012,36,750
260140,2013,54,850
260140,2014,48,827
260140,2015,51,772
260140,2016,53,705
260140,2017,60,693
260140,2018,51,686
260140,2019,41,653
260150,2012,8,144
260150,2013,9,138
260150,2014,6,152
260150,2015,14,167
260150,2016,10,147
260150,2017,7,124
260150,2018,8,152
260150,2019,8,147
260160,2012,28,381
260160,2013,16,324
260160,2014,26,351
260160,2015,14,301
260160,2016,21,330
260160,2017,16,307
260160,2018,16,312
260160,2019,12,297
260170,2012,63,1208
260170,2013,89,1157
260170,2014,95,1172
260170,2015,85,1037
260170,2016,67,1023
260170,2017,82,1135
260170,2018,75,1230
260170,2019,84,1203
260180,2012,10,220
260180,2013,15,178
260180,2014,12,184
260180,2015,13,177
260180,2016,13,149
260180,2017,8,185
260180,2018,11,184
260180,2019,6,148
260190,2012,42,719
260190,2013,52,743
260190,2014,51,750
260190,2015,48,775
260190,2016,34,665
260190,2017,44,745
260190,2018,45,767
260190,2019,41,757
260200,2012,41,558
260200,2013,36,519
260200,2014,43,487
260200,2015,30,536
260200,2016,36,541
260200,2017,34,474
260200,2018,40,566
260200,2019,40,516
260210,2012,38,632
260210,2013,50,662
260210,2014,52,650
260210,2015,47,644
260210,2016,34,560
260210,2017,47,547
260210,2018,35,492
260210,2019,33,405
260220,2012,27,473
260220,2013,23,468
260220,2014,27,475
260220,2015,34,488
260220,2016,27,387
260220,2017,23,479
260220,2018,25,440
260220,2019,30,446
260230,2012,37,576
260230,2013,26,598
260230,2014,28,597
260230,2015,30,587
260230,2016,28,594
260230,2017,35,618
260230,2018,33,600
260230,2019,41,585
260240,2012,19,186
260240,2013,17,176
260240,2014,14,179
260240,2015,18,199
260240,2016,9,153
260240,2017,9,172
260240,2018,11,156
260240,2019,7,168
260250,2012,8,119
260250,2013,5,123
260250,2014,6,107
260250,2015,5,90
260250,2016,7,82
260250,2017,3,83
260250,2018,13,108
260250,2019,5,110
260260,2012,41,774
260260,2013,57,728
260260,2014,35,692
260260,2015,52,656
260260,2016,45,591
260260,2017,55,661
260260,2018,38,726
260260,2019,52,746
260270,2012,6,176
260270,2013,13,184
260270,2014,13,180
260270,2015,15,211
260270,2016,11,170
260270,2017,9,172
260270,2018,14,192
260270,2019,17,185
260280,2012,64,939
260280,2013,43,828
260280,2014,65,869
260280,2015,60,884
260280,2016,50,815
260280,2017,53,842
260280,2018,52,878
260280,2019,53,828
260290,2012,263,3597
260290,2013,241,3363
260290,2014,260,3096
260290,2015,241,3248
260290,2016,207,2961
260290,2017,220,3028
260290,2018,200,3066
260290,2019,194,2904
260300,2012,19,539
260300,2013,34,511
260300,2014,44,561
260300,2015,51,574
260300,2016,30,502
260300,2017,35,526
260300,2018,32,536
260300,2019,40,500
260310,2012,14,237
260310,2013,23,269
260310,2014,11,226
260310,2015,17,286
260310,2016,16,221
260310,2017,17,264
260310,2018,14,289
260310,2019,22,307
260320,2012,33,448
260320,2013,38,388
260320,2014,27,402
260320,2015,31,438
260320,2016,31,375
260320,2017,32,437
260320,2018,23,410
260320,2019,31,429
260330,2012,12,152
260330,2013,10,137
260330,2014,6,141
260330,2015,9,123
260330,2016,10,145
260330,2017,7,134
260330,2018,3,126
260330,2019,8,127
260340,2012,11,120
260340,2013,7,104
260340,2014,1,81
260340,2015,8,95
260340,2016,5,89
260340,2017,13,105
260340,2018,1,71
260340,2019,7,72
260345,2012,166,2290
260345,2013,153,2309
260345,2014,170,2431
260345,2015,173,2427
260345,2016,155,2230
260345,2017,158,2183
260345,2018,168,2138
260345,2019,155,2093
260350,2012,11,205
260350,2013,20,232
260350,2014,13,196
260350,2015,12,192
260350,2016,15,221
260350,2017,14,218
260350,2018,14,186
260350,2019,17,241
260360,2012,11,122
260360,2013,9,100
260360,2014,11,129
260360,2015,9,106
260360,2016,5,106
260360,2017,6,113
260360,2018,9,132
260360,2019,7,121
260370,2012,21,352
260370,2013,22,390
260370,2014,21,358
260370,2015,21,374
260370,2016,20,339
260370,2017,27,357
260370,2018,32,348
260370,2019,25,324
260380,2012,25,289
260380,2013,19,285
260380,2014,24,281
260380,2015,18,276
260380,2016,19,278
260380,2017,24,229
260380,2018,17,241
260380,2019,23,271
260390,2012,17,268
260390,2013,20,261
260390,2014,16,282
260390,2015,17,292
260390,2016,16,248
260390,2017,21,263
260390,2018,14,258
260390,2019,16,281
260392,2012,12,301
260392,2013,16,286
260392,2014,12,301
260392,2015,7,276
260392,2016,19,276
260392,2017,15,262
260392,2018,26,274
260392,2019,15,247
260400,2012,81,1082
260400,2013,66,1088
260400,2014,65,1067
260400,2015,72,1151
260400,2016,57,938
260400,2017,68,1063
260400,2018,61,983
260400,2019,62,1001
260410,2012,406,5462
260410,2013,369,5568
260410,2014,431,5642
260410,2015,398,5752
260410,2016,335,4996
260410,2017,402,5560
260410,2018,417,5839
260410,2019,377,5903
260415,2012,10,178
260415,2013,13,195
260415,2014,3,164
260415,2015,6,183
260415,2016,6,135
260415,2017,8,167
260415,2018,9,211
260415,2019,11,175
260420,2012,37,569
260420,2013,35,581
260420,2014,37,587
260420,2015,25,551
260420,2016,41,541
260420,2017,26,561
260420,2018,31,510
260420,2019,23,449
260430,2012,14,181
260430,2013,9,174
260430,2014,10,155
260430,2015,8,186
260430,2016,10,161
260430,2017,7,138
260430,2018,10,166
260430,2019,9,163
260440,2012,14,201
260440,2013,12,217
260440,2014,10,214
260440,2015,21,225
260440,2016,16,210
260440,2017,15,215
260440,2018,8,194
260440,2019,11,236
260450,2012,10,313
260450,2013,14,285
260450,2014,29,322
260450,2015,10,329
260450,2016,20,282
260450,2017,19,289
260450,2018,18,335
260450,2019,17,301
260460,2012,26,412
260460,2013,22,370
260460,2014,25,363
260460,2015,34,428
260460,2016,19,380
260460,2017,22,334
260460,2018,22,360
260460,2019,22,361
260470,2012,11,228
260470,2013,10,221
260470,2014,18,212
260470,2015,17,266
260470,2016,13,220
260470,2017,24,240
260470,2018,15,238
260470,2019,17,217
260480,2012,15,229
260480,2013,10,218
260480,2014,11,216
260480,2015,10,234
260480,2016,16,194
260480,2017,16,192
260480,2018,14,196
260480,2019,17,160
260490,2012,11,222
260490,2013,15,200
260490,2014,18,191
260490,2015,8,184
260490,2016,6,141
260490,2017,6,150
260490,2018,15,166
260490,2019,13,183
260500,2012,29,403
260500,2013,19,339
260500,2014,19,392
260500,2015,19,386
260500,2016,23,353
260500,2017,27,378
260500,2018,16,334
260500,2019,15,313
260510,2012,29,580
260510,2013,45,594
260510,2014,41,531
260510,2015,33,562
260510,2016,30,461
260510,2017,24,505
260510,2018,27,524
260510,2019,28,450
260515,2012,21,253
260515,2013,14,280
260515,2014,14,239
260515,2015,11,246
260515,2016,14,223
260515,2017,17,242
260515,2018,21,250
260515,2019,20,241
260520,2012,63,1193
260520,2013,97,1522
260520,2014,65,1551
260520,2015,68,1130
260520,2016,51,996
260520,2017,58,968
260520,2018,48,894
260520,2019,53,860
260530,2012,32,539
260530,2013,42,509
260530,2014,43,504
260530,2015,39,499
260530,2016,35,421
260530,2017,41,458
260530,2018,38,522
260530,2019,35,496
260540,2012,10,290
260540,2013,12,280
260540,2014,15,293
260540,2015,21,332
260540,2016,12,299
260540,2017,16,329
260540,2018,19,315
260540,2019,15,310
260545,2012,4,20
260545,2013,1,16
260545,2014,1,22
260545,2015,1,19
260545,2016,2,26
260545,2017,2,23
260545,2018,1,24
260545,2019,2,31
260550,2012,9,189
260550,2013,11,145
260550,2014,3,114
260550,2015,8,141
260550,2016,10,163
260550,2017,13,147
260550,2018,7,118
260550,2019,7,147
260560,2012,18,299
260560,2013,20,264
260560,2014,20,258
260560,2015,16,271
260560,2016,19,220
260560,2017,15,252
260560,2018,25,227
260560,2019,20,265
260570,2012,27,497
260570,2013,25,474
260570,2014,22,445
260570,2015,36,458
260570,2016,33,418
260570,2017,27,452
260570,2018,24,508
260570,2019,32,469
260580,2012,9,173
260580,2013,7,141
260580,2014,6,140
260580,2015,7,139
260580,2016,6,128
260580,2017,13,138
260580,2018,9,162
260580,2019,8,153
260590,2012,12,376
260590,2013,31,417
260590,2014,26,365
260590,2015,17,395
260590,2016,18,358
260590,2017,20,346
260590,2018,17,308
260590,2019,15,264
260600,2012,187,2306
260600,2013,188,2300
260600,2014,137,2313
260600,2015,173,2450
260600,2016,150,2130
260600,2017,131,2215
260600,2018,146,2268
260600,2019,144,2207
260610,2012,31,422
260610,2013,31,391
260610,2014,23,370
260610,2015,38,420
260610,2016,16,350
260610,2017,22,430
260610,2018,28,413
260610,2019,21,360
260620,2012,81,1214
260620,2013,85,1215
260620,2014,99,1284
260620,2015,104,1239
260620,2016,71,1135
260620,2017,81,1153
260620,2018,75,1201
260620,2019,77,1124
260630,2012,2,111
260630,2013,7,90
260630,2014,6,113
260630,2015,6,100
260630,2016,8,107
260630,2017,7,95
260630,2018,7,126
260630,2019,8,106
260640,2012,63,1162
260640,2013,72,1119
260640,2014,84,1243
260640,2015,53,1142
260640,2016,55,1038
260640,2017,71,1032
260640,2018,71,1115
260640,2019,76,1116
260650,2012,18,292
260650,2013,23,301
260650,2014,24,301
260650,2015,14,309
260650,2016,18,246
260650,2017,12,273
260650,2018,19,316
260650,2019,23,266
260660,2012,39,505
260660,2013,33,420
260660,2014,31,465
260660,2015,24,463
260660,2016,26,419
260660,2017,32,483
260660,2018,37,451
260660,2019,26,438
260670,2012,9,87
260670,2013,6,98
260670,2014,6,91
260670,2015,6,87
260670,2016,4,82
260670,2017,5,90
260670,2018,5,91
260670,2019,7,100
260680,2012,103,1486
260680,2013,92,1606
260680,2014,96,1662
260680,2015,137,1696
260680,2016,121,1541
260680,2017,112,1520
260680,2018,117,1592
260680,2019,109,1536
260690,2012,9,153
260690,2013,7,145
260690,2014,7,162
260690,2015,10,169
260690,2016,8,132
260690,2017,10,145
260690,2018,5,126
260690,2019,9,127
260700,2012,20,338
260700,2013,21,344
260700,2014,12,318
260700,2015,11,278
260700,2016,11,334
260700,2017,14,328
260700,2018,11,373
260700,2019,16,323
260710,2012,2,69
260710,2013,3,46
260710,2014,5,56
260710,2015,1,56
260710,2016,6,65
260710,2017,4,54
260710,2018,4,65
260710,2019,0,72
260720,2012,121,1603
260720,2013,119,1574
260720,2014,98,1550
260720,2015,87,1663
260720,2016,113,1530
260720,2017,113,1720
260720,2018,127,1775
260720,2019,106,1712
260730,2012,40,626
260730,2013,35,507
260730,2014,33,498
260730,2015,39,521
260730,2016,32,552
260730,2017,33,487
260730,2018,29,499
260730,2019,44,538
260740,2012,6,72
260740,2013,6,86
260740,2014,2,81
260740,2015,3,75
260740,2016,6,78
260740,2017,3,74
260740,2018,9,72
260740,2019,3,68
260750,2012,20,394
260750,2013,21,354
260750,2014,26,344
260750,2015,21,369
260750,2016,20,313
260750,2017,20,338
260750,2018,17,394
260750,2019,19,354
260760,2012,23,310
260760,2013,15,318
260760,2014,26,291
260760,2015,26,335
260760,2016,12,314
260760,2017,25,325
260760,2018,21,324
260760,2019,19,326
260765,2012,33,532
260765,2013,31,430
260765,2014,24,461
260765,2015,36,490
260765,2016,36,432
260765,2017,19,395
260765,2018,33,427
260765,2019,20,366
260770,2012,11,214
260770,2013,15,192
260770,2014,13,197
260770,2015,8,189
260770,2016,10,183
260770,2017,7,167
260770,2018,8,199
260770,2019,11,173
260775,2012,24,352
260775,2013,20,354
260775,2014,20,359
260775,2015,31,439
260775,2016,23,359
260775,2017,14,322
260775,2018,20,372
260775,2019,26,354
260780,2012,15,265
260780,2013,14,243
260780,2014,14,253
260780,2015,20,281
260780,2016,10,204
260780,2017,17,240
260780,2018,15,236
260780,2019,17,226
260790,2012,638,9186
260790,2013,668,9515
260790,2014,682,9622
260790,2015,750,9841
260790,2016,665,8701
260790,2017,630,9383
260790,2018,626,9483
260790,2019,641,9020
260795,2012,12,180
260795,2013,11,166
260795,2014,12,208
260795,2015,15,188
260795,2016,14,233
260795,2017,11,186
260795,2018,15,177
260795,2019,11,157
260800,2012,13,282
260800,2013,18,277
260800,2014,24,277
260800,2015,13,290
260800,2016,14,213
260800,2017,15,240
260800,2018,17,235
260800,2019,15,240
260805,2012,14,251
260805,2013,11,227
260805,2014,11,235
260805,2015,19,217
260805,2016,24,211
260805,2017,16,213
260805,2018,18,195
260805,2019,24,208
260810,2012,24,374
260810,2013,14,358
260810,2014,19,356
260810,2015,24,374
260810,2016,16,297
260810,2017,20,347
260810,2018,23,370
260810,2019,20,319
260820,2012,18,274
260820,2013,12,259
260820,2014,16,245
260820,2015,19,325
260820,2016,21,262
260820,2017,13,274
260820,2018,16,198
260820,2019,11,195
260825,2012,10,164
260825,2013,9,170
260825,2014,7,191
260825,2015,12,203
260825,2016,14,176
260825,2017,13,174
260825,2018,10,174
260825,2019,8,189
260830,2012,16,268
260830,2013,22,265
260830,2014,21,292
260830,2015,14,318
260830,2016,10,245
260830,2017,17,273
260830,2018,19,292
260830,2019,18,273
260840,2012,18,228
260840,2013,13,220
260840,2014,16,192
260840,2015,15,201
260840,2016,21,215
260840,2017,13,209
260840,2018,11,237
260840,2019,14,207
260845,2012,12,234
260845,2013,10,234
260845,2014,12,232
260845,2015,22,246
260845,2016,10,216
260845,2017,15,228
260845,2018,15,248
260845,2019,10,226
260850,2012,26,380
260850,2013,26,365
260850,2014,21,386
260850,2015,25,360
260850,2016,23,326
260850,2017,18,339
260850,2018,21,308
260850,2019,22,299
260860,2012,11,177
260860,2013,17,172
260860,2014,19,159
260860,2015,18,207
260860,2016,9,154
260860,2017,11,188
260860,2018,12,184
260860,2019,9,168
260870,2012,7,180
260870,2013,3,214
260870,2014,7,188
260870,2015,7,217
260870,2016,10,176
260870,2017,11,187
260870,2018,7,214
260870,2019,8,191
260875,2012,30,404
260875,2013,30,375
260875,2014,30,370
260875,2015,32,382
260875,2016,36,347
260875,2017,16,362
260875,2018,28,391
260875,2019,25,376
260880,2012,37,628
260880,2013,41,660
260880,2014,37,684
260880,2015,47,685
260880,2016,37,635
260880,2017,45,623
260880,2018,41,672
260880,2019,41,638
260890,2012,42,827
260890,2013,42,781
260890,2014,44,785
260890,2015,49,823
260890,2016,41,731
260890,2017,39,758
260890,2018,51,756
260890,2019,50,734
260900,2012,24,366
260900,2013,24,388
260900,2014,23,381
260900,2015,27,396
260900,2016,26,357
260900,2017,25,382
260900,2018,30,389
260900,2019,31,359
260910,2012,7,182
260910,2013,11,170
260910,2014,14,189
260910,2015,12,200
260910,2016,13,177
260910,2017,10,204
260910,2018,10,192
260910,2019,13,197
260915,2012,13,320
260915,2013,12,268
260915,2014,13,236
260915,2015,17,274
260915,2016,12,251
260915,2017,14,245
260915,2018,17,274
260915,2019,16,269
260920,2012,14,252
260920,2013,7,214
260920,2014,10,224
260920,2015,5,207
260920,2016,6,175
260920,2017,12,235
260920,2018,14,243
260920,2019,13,220
260930,2012,18,290
260930,2013,27,272
260930,2014,17,238
260930,2015,18,254
260930,2016,20,249
260930,2017,20,243
260930,2018,19,245
260930,2019,22,255
260940,2012,63,827
260940,2013,60,795
260940,2014,61,825
260940,2015,52,803
260940,2016,46,720
260940,2017,47,741
260940,2018,63,774
260940,2019,51,736
260950,2012,26,443
260950,2013,44,453
260950,2014,25,471
260950,2015,30,465
260950,2016,29,429
260950,2017,22,425
260950,2018,29,416
260950,2019,25,392
260960,2012,449,5874
260960,2013,471,5922
260960,2014,462,5910
260960,2015,488,6022
260960,2016,415,5503
260960,2017,432,5556
260960,2018,425,5369
260960,2019,349,5163
260970,2012,17,278
260970,2013,16,285
260970,2014,17,294
260970,2015,18,248
260970,2016,17,251
260970,2017,16,256
260970,2018,14,288
260970,2019,13,261
260980,2012,14,247
260980,2013,13,261
260980,2014,16,301
260980,2015,17,288
260980,2016,18,270
260980,2017,12,278
260980,2018,10,238
260980,2019,13,280
260990,2012,63,1115
260990,2013,68,1103
260990,2014,78,1209
260990,2015,84,1161
260990,2016,67,1043
260990,2017,73,1074
260990,2018,71,1111
260990,2019,79,1080
261000,2012,65,1155
261000,2013,71,1158
261000,2014,65,1731
261000,2015,77,1814
261000,2016,67,1319
261000,2017,63,1115
261000,2018,46,1004
261000,2019,55,1067
261010,2012,9,145
261010,2013,19,119
261010,2014,8,108
261010,2015,7,107
261010,2016,7,108
261010,2017,4,116
261010,2018,9,102
261010,2019,2,99
261020,2012,31,376
261020,2013,18,367
261020,2014,18,329
261020,2015,19,402
261020,2016,32,375
261020,2017,24,350
261020,2018,20,368
261020,2019,11,323
261030,2012,24,224
261030,2013,13,201
261030,2014,13,198
261030,2015,18,203
261030,2016,14,224
261030,2017,9,214
261030,2018,17,235
261030,2019,9,197
261040,2012,25,383
261040,2013,11,299
261040,2014,16,290
261040,2015,26,309
261040,2016,20,329
261040,2017,20,261
261040,2018,20,306
261040,2019,23,292
261050,2012,24,442
261050,2013,26,434
261050,2014,26,406
261050,2015,17,381
261050,2016,27,350
261050,2017,28,379
261050,2018,25,383
261050,2019,12,369
261060,2012,53,853
261060,2013,50,850
261060,2014,50,900
261060,2015,46,855
261060,2016,50,782
261060,2017,65,793
261060,2018,36,832
261060,2019,51,805
261070,2012,297,3932
261070,2013,275,4029
261070,2014,277,4191
261070,2015,328,4236
261070,2016,272,3898
261070,2017,305,4040
261070,2018,250,4039
261070,2019,261,3817
261080,2012,22,334
261080,2013,19,313
261080,2014,19,285
261080,2015,23,324
261080,2016,24,230
261080,2017,34,342
261080,2018,18,301
261080,2019,28,325
261090,2012,65,1016
261090,2013,71,961
261090,2014,66,988
261090,2015,74,1017
261090,2016,56,885
261090,2017,58,955
261090,2018,65,920
261090,2019,71,910
261100,2012,45,695
261100,2013,41,710
261100,2014,33,675
261100,2015,40,692
261100,2016,47,664
261100,2017,43,628
261100,2018,39,703
261100,2019,40,690
261110,2012,459,5629
261110,2013,493,5923
261110,2014,544,6257
261110,2015,511,6460
261110,2016,497,6094
261110,2017,461,6071
261110,2018,484,6465
261110,2019,484,6278
261120,2012,12,180
261120,2013,15,162
261120,2014,6,163
261120,2015,11,177
261120,2016,12,141
261120,2017,11,137
261120,2018,11,156
261120,2019,10,135
261130,2012,15,366
261130,2013,27,415
261130,2014,18,381
261130,2015,24,370
261130,2016,17,357
261130,2017,35,388
261130,2018,27,399
261130,2019,19,405
261140,2012,7,193
261140,2013,12,190
261140,2014,11,197
261140,2015,12,187
261140,2016,10,170
261140,2017,8,145
261140,2018,10,150
261140,2019,12,172
261150,2012,22,294
261150,2013,24,340
261150,2014,22,339
261150,2015,19,330
261150,2016,19,327
261150,2017,17,278
261150,2018,14,292
261150,2019,20,277
261153,2012,7,98
261153,2013,12,95
261153,2014,10,99
261153,2015,9,86
261153,2016,3,87
261153,2017,5,85
261153,2018,8,106
261153,2019,2,103
261160,2012,1696,22149
261160,2013,1688,22676
261160,2014,1666,22970
261160,2015,1647,23078
261160,2016,1543,20923
261160,2017,1576,22269
261160,2018,1534,21668
261160,2019,1520,20632
261170,2012,8,257
261170,2013,13,268
261170,2014,21,342
261170,2015,19,282
261170,2016,16,246
261170,2017,21,305
261170,2018,30,369
261170,2019,14,309
261180,2012,44,625
261180,2013,44,775
261180,2014,37,865
261180,2015,29,601
261180,2016,36,500
261180,2017,36,437
261180,2018,27,461
261180,2019,30,459
261190,2012,25,375
261190,2013,20,408
261190,2014,24,389
261190,2015,28,348
261190,2016,36,338
261190,2017,26,325
261190,2018,31,368
261190,2019,16,325
261200,2012,7,114
261200,2013,10,132
261200,2014,5,115
261200,2015,7,142
261200,2016,4,124
261200,2017,6,115
261200,2018,6,108
261200,2019,11,124
261210,2012,4,88
261210,2013,4,91
261210,2014,4,66
261210,2015,11,72
261210,2016,7,78
261210,2017,2,67
